Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,earliestYear
109,VOO,Unknown,0.0,24.7,0.0,0.5,0.4,0.7,0.4,1.1,1.4,-0.3,-0.1,0.0,7.0,-2.3,1.6,-5.5,-4.6,126.4,76.0,78.5,143.0,85.0,90,183.5,1,0.0,2016.0
110,HII,Industrials,-12.5,69.9,-8.5,-0.9,20.0,38.9,122.9,13.0,27.1,84.7,-4.6,-12.5,33.5,-119.1,1.6,0.0,-22.4,113.6,84.0,91.0,104.0,107.0,85,183.6,-10,-6.699999999999999,
111,JNJ,Healthcare,-26.7,61.6,4.0,18.6,26.6,36.9,49.0,30.6,4.2,2.2,-13.9,-26.7,13.4,-91.1,2.1,0.0,-31.4,95.9,100.0,101.0,104.0,112.0,80,185.8,13,16.9,
112,PG,Consumer Defensive,-67.9,16.9,0.8,12.1,6.4,-4.6,-17.1,-29.7,-42.8,-34.4,-63.2,-67.9,38.0,-89.5,2.2,0.0,-68.8,58.3,118.0,126.0,104.0,124.0,67,186.2,-1,27.200000000000003,
113,GM,Consumer Cyclical,-0.3,70.0,-9.2,-1.6,11.4,41.0,54.7,69.1,34.1,-11.1,-1.0,-0.3,33.8,-79.8,2.0,0.0,-27.1,122.3,78.0,80.0,104.0,111.0,90,186.8,-9,-6.700000000000003,
114,DD,Basic Materials,-38.6,54.0,9.4,19.2,26.8,69.0,42.1,53.1,13.6,37.4,10.4,-38.6,17.7,-104.7,2.1,0.0,-52.1,87.6,103.0,114.5,104.0,120.0,75,187.3,15,55.99999999999999,
115,ARM,Theme (User Picks),-45.9,9.7,8.3,13.9,-18.0,-25.1,-44.0,-96.4,-45.9,-45.9,-45.9,-45.9,143.3,-66.3,2.5,0.0,292.3,20.0,139.0,120.0,104.0,24.0,110,192.2,0,-2974.0,
116,FOX,Communication Services,-33.5,50.0,-23.4,-16.4,-9.4,1.5,-6.8,56.0,4.0,18.9,-33.5,-33.5,6.3,-73.3,1.6,0.0,-39.1,71.7,111.0,110.0,104.0,116.0,81,192.4,-17,-24.0,
117,160580.KS,Korea ETF (My Portfolio),-28.0,39.7,-5.9,-3.4,13.1,24.0,14.5,16.0,-11.9,7.0,-3.5,-28.0,34.1,-68.9,2.3,0.0,-38.1,98.2,95.0,102.0,104.0,114.0,88,193.8,-5,-3.1000000000000014,
118,AEP,Utilities,-45.2,24.0,1.4,5.4,-1.8,1.0,8.3,28.2,-14.7,10.6,-48.6,-45.2,31.5,-69.4,1.7,0.0,-120.0,81.0,106.0,117.0,104.0,133.0,76,194.6,1,26.80000000000001,
119,ABT,Healthcare,-63.5,8.8,1.5,-8.3,-13.1,-20.3,-25.9,-32.4,-53.9,-70.8,-87.7,-63.5,72.0,-76.6,2.4,0.0,-81.5,59.1,117.0,124.0,104.0,127.0,75,194.8,7,139.1,
120,SLB,Energy,-81.0,32.5,-0.9,14.8,36.9,53.8,15.8,-18.4,-60.3,62.2,25.2,-81.0,19.1,-129.1,2.3,0.0,-85.0,45.2,128.0,132.0,104.0,128.0,71,195.0,-4,16.900000000000006,
121,PEP,Consumer Defensive,-77.8,21.9,0.4,20.2,16.5,10.8,8.3,-27.0,-55.4,-25.0,-57.4,-77.8,22.3,-105.9,2.6,0.0,-99.1,48.4,125.0,130.0,104.0,131.0,71,195.2,4,37.400000000000006,
122,ACHR,Theme (User Picks),-33.2,23.2,-0.7,-20.5,-23.7,-38.7,-44.7,-22.8,90.3,-54.5,-33.2,-33.2,141.3,-85.9,1.7,0.0,-34.8,43.1,129.0,108.5,104.0,113.0,82,195.5,-8,-3.4999999999999964,
123,ONDO-USD,Coin,-110.6,1.3,0.7,-32.0,-57.2,-82.8,-97.1,-105.3,-110.6,-110.6,-110.6,-110.6,288.4,-115.7,2.6,0.0,6147.5,-56.8,149.0,145.0,104.0,5.0,115,196.6,-5,-2088.1000000000004,
124,SUI-USD,Coin,-81.2,7.1,-0.2,-25.6,215.4,-78.2,-110.7,-75.9,-81.2,-81.2,-81.2,-81.2,293.4,-109.7,3.5,0.0,417.2,-65.1,150.0,133.0,104.0,20.0,112,197.4,-2,0.0,
125,463050.KS,Unknown,-12.9,63.9,-7.4,0.6,21.7,9.8,23.4,23.1,-12.9,-12.9,-12.9,-12.9,7.0,-48.1,1.9,0.0,-10.3,55.9,120.0,92.0,104.0,90.5,98,197.4,-4,0.0,2024.0
126,BAC,Financials,-11.7,34.3,-11.6,-2.8,-2.4,5.1,2.3,23.8,-6.1,-3.2,-36.7,-11.7,50.3,-44.0,1.4,0.0,-40.9,111.0,87.0,89.0,104.0,117.0,96,198.8,-13,-5.299999999999997,
127,ALGN,Healthcare,-130.7,7.8,0.8,9.6,31.5,28.4,-16.6,-64.8,-93.5,-116.3,-141.5,-130.7,242.5,-162.2,2.3,0.0,-548.5,-8.1,147.0,149.0,104.0,141.0,64,200.4,5,800.0,
128,VTR,Real Estate,-33.2,50.4,14.7,13.7,11.7,17.5,32.6,62.7,25.1,40.1,-22.0,-33.2,20.6,-87.8,1.6,0.0,-55.7,93.0,101.0,108.5,104.0,122.0,90,201.5,6,56.0,
129,HAL,Energy,-85.6,27.6,0.4,10.5,24.5,65.1,26.4,-23.5,-60.5,36.6,-0.9,-85.6,35.6,-131.9,2.9,0.0,-109.5,40.5,130.0,134.0,104.0,132.0,76,202.4,-2,19.099999999999994,
130,HST,Real Estate,-80.0,23.8,2.2,9.5,12.2,26.1,16.4,-19.3,-30.3,5.1,-57.9,-80.0,15.6,-109.9,2.4,0.0,-165.4,46.2,127.0,131.0,104.0,137.0,76,203.2,5,96.20000000000002,
131,EL,Consumer Defensive,-142.8,6.5,-5.2,-5.7,16.3,13.3,51.2,-44.8,-103.0,-108.0,-137.6,-142.8,92.8,-159.1,1.9,0.0,-1102.4,-16.6,148.0,150.0,104.0,144.0,66,204.0,-11,-386.80000000000007,
132,ED,Utilities,-68.4,17.5,0.2,11.8,10.0,-1.1,4.2,-4.4,-30.7,14.6,-46.7,-68.4,25.0,-88.2,2.0,0.0,-175.5,57.8,119.0,127.0,104.0,138.0,79,204.2,-2,65.30000000000001,
133,IVZ,Financials,-54.4,45.5,1.5,-6.6,7.5,20.7,39.1,47.0,8.9,-6.1,61.8,-54.4,9.7,-107.9,2.4,0.0,-85.4,68.2,113.0,123.0,104.0,129.0,85,204.6,-5,7.599999999999994,
134,JOBY,Theme (User Picks),-29.9,23.3,-2.6,-33.7,-39.9,-52.2,16.3,18.9,74.2,-31.1,-29.9,-29.9,153.7,-85.8,1.7,0.0,-95.8,52.0,124.0,106.0,104.0,130.0,86,204.8,-11,-19.599999999999994,
135,INTC,Technology,-88.5,33.8,-3.2,7.7,23.2,107.5,105.1,-12.3,32.3,-53.6,-89.0,-88.5,39.4,-153.7,2.6,0.0,-161.7,34.1,131.0,135.0,104.0,135.0,78,206.0,-4,-13.099999999999994,
136,EXPE,Consumer Cyclical,-36.6,48.3,-4.0,-19.9,-16.6,5.7,0.3,36.3,48.7,-0.4,-11.5,-36.6,21.4,-90.7,2.1,0.0,-60.6,86.0,105.0,112.5,104.0,123.0,93,206.5,-19,-2.0,
137,457480.KS,Korea ETF (My Portfolio),-11.5,49.2,2.4,-2.9,-5.6,17.8,5.1,40.6,-11.5,-11.5,-11.5,-11.5,31.2,-52.8,1.9,0.0,-20.8,66.6,114.5,88.0,104.0,105.0,106,209.3,1,0.5999999999999979,
138,456680.KS,Korea ETF (My Portfolio),-3.2,63.2,5.4,-6.3,-8.0,45.1,14.9,120.8,-3.2,-3.2,-3.2,-3.2,42.2,-81.3,1.7,0.0,-24.4,74.7,110.0,83.0,104.0,110.0,106,209.4,1,10.899999999999999,
139,SCHD,Unknown,-45.6,19.8,1.9,5.7,6.2,-0.1,-5.1,-18.9,-41.9,-23.9,-37.7,-45.6,21.6,-62.2,2.4,0.0,-52.8,80.8,107.5,119.0,104.0,121.0,97,211.5,-3,0.0,2016.0
140,EIX,Utilities,-95.5,18.8,3.8,12.6,16.7,17.3,29.3,-17.7,-42.2,-8.5,-44.7,-95.5,13.7,-120.8,2.0,0.0,-202.7,30.6,133.0,138.0,104.0,139.0,81,211.6,-3,232.3,
141,BA,Industrials,-103.8,11.2,-0.7,-0.7,20.3,-2.9,20.5,-14.3,-41.2,-30.2,-137.3,-103.8,117.0,-131.7,2.2,0.0,-578.0,22.4,136.0,143.0,104.0,142.0,79,212.4,-8,68.39999999999998,
142,DLTR,Consumer Defensive,-93.7,27.7,4.1,-4.0,21.7,8.0,71.6,-34.8,-63.2,-34.3,-75.4,-93.7,37.6,-144.1,1.9,0.0,-143.0,29.0,134.0,137.0,104.0,134.0,86,214.6,-1,68.30000000000001,
143,WBD,Communication Services,-70.4,30.2,1.1,-0.8,20.2,150.3,184.3,207.5,101.2,-55.3,-53.0,-70.4,140.0,-161.5,3.0,0.0,-262.4,55.8,121.5,128.0,104.0,140.0,90,216.7,-3,23.30000000000001,
144,JKHY,Financials,-100.8,6.2,-9.7,-14.9,-4.9,-5.9,-17.1,-38.7,-59.5,-45.8,-95.9,-100.8,56.3,-111.1,2.2,0.0,-620.1,21.9,137.0,141.0,104.0,143.0,95,228.6,-2,-119.20000000000005,
145,SPCE,Theme (User Picks),-196.4,0.2,-0.3,-10.8,-19.3,4.2,55.2,-76.6,-127.2,-145.6,-194.5,-196.4,351.3,-197.7,2.9,0.0,-13674.8,-86.3,151.0,151.0,104.0,147.0,99,239.0,-2,-155.29999999999927,
146,DIS,Communication Services,-126.5,2.8,-0.6,-3.1,-5.7,-10.5,-9.7,-26.6,-43.7,-86.8,-101.3,-126.5,31.4,-131.0,2.1,0.0,-2960.7,-0.4,145.0,148.0,104.0,146.0,105,242.8,-2,5639.2,
147,EH,Theme (User Picks),-99.4,0.1,0.1,-18.9,-27.0,-41.4,-56.4,-32.2,-74.4,-145.2,-99.4,-99.4,994.1,-100.2,2.0,0.0,-1791.5,-5.9,146.0,140.0,104.0,145.0,115,251.0,-2,-10.900000000000091,
148,476690.KS,Unknown,-40.0,25.1,-4.9,-0.5,7.4,13.6,-5.3,-40.0,-40.0,-40.0,-40.0,-40.0,4.4,-54.9,2.3,0.0,,6.1,144.0,116.0,104.0,,109,,0,0.0,
149,GEV,Industrials,152.2,99.8,15.6,26.0,33.4,-0.6,38.7,152.2,152.2,152.2,152.2,152.2,152.6,-11.5,1.3,66.1,,194.4,54.0,42.0,58.0,,73,,-3,,
150,0138Y0.KS,Korea ETF (My Portfolio),5.4,58.9,-9.0,6.5,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,10.0,-1.2,1.9,4.3,,7.3,143.0,76.0,67.0,,80,,-3,,
151,491010.KS,Korea ETF (My Portfolio),11.1,60.2,-3.4,10.3,2.2,3.2,15.3,11.1,11.1,11.1,11.1,11.1,30.8,-18.7,1.7,-3.1,,48.3,126.0,73.0,141.0,,70,,-3,,
