Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,earliestYear
110,PG,Consumer Defensive,-64.5,19.6,11.5,14.6,8.8,-1.5,-15.5,-30.7,-42.6,-34.4,-57.4,-64.5,38.0,-89.5,2.2,0.0,-56.0,57.0,114.0,121.0,99.5,121.0,67,182.3,4,66.4,
111,ALB,Basic Materials,-60.2,24.9,-5.7,8.6,70.2,123.4,97.2,25.0,-91.1,-58.0,-13.8,-60.2,190.3,-143.2,2.9,0.0,-96.3,61.2,112.0,120.0,99.5,127.0,68,185.1,-1,-16.599999999999994,
112,BAC,Financials,-0.7,45.9,13.8,-1.9,5.0,13.2,5.9,32.2,-2.7,6.5,-29.8,-0.7,50.3,-44.0,1.4,0.0,-25.7,120.7,82.0,84.0,99.5,111.0,88,185.5,5,16.8,
113,160580.KS,Korea ETF (My Portfolio),-24.7,42.9,-8.1,0.5,18.0,23.9,19.9,16.9,-9.1,14.0,-2.4,-24.7,34.1,-68.9,2.4,0.0,-32.0,96.7,93.0,100.0,99.5,114.0,83,187.1,-5,-0.8999999999999986,
114,AEP,Utilities,-42.9,26.3,7.9,7.3,1.4,0.2,12.8,30.0,-15.2,5.8,-41.6,-42.9,31.5,-69.4,1.8,0.0,-105.3,78.5,106.0,113.0,99.5,129.0,73,188.3,12,47.10000000000001,
115,PEP,Consumer Defensive,-74.5,24.5,17.7,21.3,18.5,15.1,9.3,-27.7,-50.9,-29.2,-52.8,-74.5,22.3,-105.9,2.6,0.0,-84.0,47.0,121.0,126.0,99.5,123.0,71,189.5,13,148.0,
116,SLB,Energy,-82.0,31.8,6.3,14.7,36.6,43.1,15.7,-22.5,-54.5,66.7,15.6,-82.0,19.1,-129.1,2.3,0.0,-86.9,39.4,124.0,128.0,99.5,125.0,71,191.3,2,28.099999999999994,
117,EXPE,Consumer Cyclical,-32.1,52.3,-25.4,-18.0,8.0,19.0,24.4,18.0,38.9,6.2,-7.5,-32.1,21.4,-90.7,2.1,0.0,-52.8,89.3,99.0,106.0,99.5,118.5,85,193.3,-12,-24.699999999999996,
118,ARM,Theme (User Picks),-55.0,5.4,4.2,-1.9,-30.5,-31.5,-54.6,-59.2,-55.0,-55.0,-55.0,-55.0,143.3,-66.3,2.5,0.0,562.6,6.2,141.0,117.0,99.5,19.0,115,194.1,-3,-2739.1,
119,JNJ,Healthcare,-30.9,57.6,13.6,17.9,28.3,32.8,46.0,26.8,-0.8,-1.0,-16.7,-30.9,13.4,-91.1,2.1,0.0,-35.4,90.5,97.0,104.0,99.5,115.0,88,194.1,6,19.5,
120,ABT,Healthcare,-65.7,7.3,6.9,-12.0,-12.4,-23.8,-27.9,-35.1,-58.0,-71.0,-86.9,-65.7,72.0,-76.6,2.3,0.0,-96.7,55.7,118.0,123.0,99.5,128.0,75,194.3,2,81.60000000000001,
121,DD,Basic Materials,-55.2,40.4,8.0,10.3,15.8,44.1,34.6,52.1,5.1,8.5,-14.5,-55.2,17.7,-104.7,2.1,0.0,-85.1,66.3,109.0,118.0,99.5,124.0,80,194.9,8,42.10000000000001,
122,ONDO-USD,Coin,-114.1,0.0,0.0,-48.0,-61.0,-85.0,-96.7,-107.7,-114.1,-114.1,-114.1,-114.1,288.4,-114.1,2.5,0.0,8254.9,-61.5,146.0,143.0,99.5,6.0,115,195.1,-3,-75.5,
123,463050.KS,Unknown,-12.9,63.9,-7.4,0.6,21.7,9.8,23.4,23.1,-12.9,-12.9,-12.9,-12.9,7.0,-48.1,1.9,0.0,-10.3,55.9,116.5,92.0,99.5,90.0,98,195.6,-2,0.0,2024.0
124,SUI-USD,Coin,-81.2,7.1,-0.2,-25.6,215.4,-78.2,-110.7,-75.9,-81.2,-81.2,-81.2,-81.2,293.4,-109.7,3.5,0.0,417.2,-65.1,147.0,127.0,99.5,23.0,112,195.9,-4,0.0,
125,ACHR,Theme (User Picks),-38.3,21.0,-5.9,-22.0,-32.1,-47.4,-45.7,-9.0,57.5,-34.8,-38.3,-38.3,141.3,-85.9,1.7,0.0,-40.5,33.2,130.0,110.0,99.5,117.0,82,196.7,-9,-7.799999999999997,
126,ALGN,Healthcare,-133.7,7.0,3.0,11.9,29.4,21.4,-24.5,-63.3,-98.8,-118.8,-141.2,-133.7,242.5,-162.2,2.2,0.0,-608.7,-12.2,144.0,146.0,99.5,141.0,64,198.3,4,487.70000000000005,
127,ED,Utilities,-65.1,20.4,9.1,12.2,14.3,-1.2,5.4,-5.3,-30.6,15.8,-39.6,-65.1,25.0,-88.2,2.0,0.0,-143.3,56.3,115.0,122.0,99.5,133.0,79,199.5,4,110.6,
128,HAL,Energy,-85.7,27.6,4.9,7.8,25.9,51.1,24.9,-26.5,-59.3,36.5,-13.7,-85.7,35.6,-131.9,3.0,0.0,-108.3,35.8,128.0,132.0,99.5,130.0,76,199.9,-1,25.10000000000001,
129,IVZ,Financials,-56.2,44.0,-5.7,-6.9,11.1,15.9,33.7,50.0,4.3,-4.3,55.8,-56.2,9.7,-107.9,2.3,0.0,-90.1,65.3,110.0,119.0,99.5,126.0,85,201.1,-16,-12.299999999999997,
130,EL,Consumer Defensive,-145.0,5.6,-3.2,-8.6,7.6,2.1,50.6,-53.4,-105.8,-107.0,-135.8,-145.0,92.8,-159.1,1.9,0.0,-1284.3,-23.5,145.0,147.0,99.5,142.0,66,201.1,-7,-544.1999999999999,
131,HST,Real Estate,-82.3,22.0,6.9,6.5,19.6,19.9,13.3,-21.3,-34.3,3.9,-61.6,-82.3,15.6,-109.9,2.3,0.0,-182.9,39.1,126.0,130.0,99.5,136.0,76,201.5,4,115.6,
132,INTC,Technology,-82.2,37.0,2.6,24.2,25.9,131.3,145.8,-5.6,38.0,-45.8,-84.2,-82.2,39.4,-153.7,2.6,0.0,-140.0,39.2,125.0,129.0,99.5,132.0,78,201.5,0,37.5,
133,VTR,Real Estate,-41.6,42.6,11.6,6.0,7.0,9.6,22.2,52.1,13.1,37.5,-29.3,-41.6,20.6,-87.8,1.6,0.0,-74.0,79.8,105.0,112.0,99.5,122.0,90,202.1,3,34.2,
134,JOBY,Theme (User Picks),-34.8,21.3,-8.3,-38.9,-37.0,-61.2,0.5,30.4,50.5,-31.0,-34.8,-34.8,153.7,-85.8,1.7,0.0,-108.4,42.4,122.0,108.0,99.5,131.0,86,204.3,-10,-26.700000000000003,
135,BA,Industrials,-98.7,13.3,3.2,5.7,20.5,-1.2,21.9,-11.9,-34.2,-26.5,-131.9,-98.7,117.0,-131.7,2.2,0.0,-469.8,22.7,135.0,138.0,99.5,140.0,74,204.5,-2,161.3,
136,SCHD,Unknown,-45.6,19.8,1.9,5.7,6.2,-0.1,-5.1,-18.9,-41.9,-23.9,-37.7,-45.6,21.6,-62.2,2.4,0.0,-52.8,80.8,104.0,115.0,99.5,118.5,97,208.1,-2,0.0,2016.0
137,EIX,Utilities,-97.3,17.5,7.0,8.4,14.3,12.0,20.3,-23.0,-45.2,-14.0,-40.6,-97.3,13.7,-120.8,2.0,0.0,-220.8,24.1,134.0,137.0,99.5,138.0,81,210.3,1,155.59999999999997,
138,456680.KS,Korea ETF (My Portfolio),-8.2,59.2,5.9,-7.3,-10.8,39.8,26.2,163.2,-8.2,-8.2,-8.2,-8.2,42.2,-81.3,1.8,0.0,-27.6,64.9,111.0,90.0,99.5,113.0,106,211.3,1,5.299999999999997,
139,457480.KS,Korea ETF (My Portfolio),-15.7,44.2,-8.2,-6.4,-8.6,18.4,-5.3,39.4,-15.7,-15.7,-15.7,-15.7,31.2,-52.8,2.0,0.0,-24.8,57.7,113.0,93.0,99.5,110.0,109,214.1,-2,-3.900000000000002,
140,WBD,Communication Services,-72.5,29.5,0.4,-4.5,17.6,102.4,164.1,189.8,84.8,-51.5,-55.2,-72.5,140.0,-161.5,3.0,0.0,-271.0,48.9,120.0,125.0,99.5,139.0,90,214.5,0,3.3000000000000114,
141,JKHY,Financials,-84.5,15.9,3.2,-0.7,11.2,0.3,-6.6,-21.9,-52.8,-40.1,-86.5,-84.5,56.3,-111.1,2.2,0.0,-206.9,37.0,127.0,131.0,99.5,137.0,89,215.3,0,38.599999999999994,
142,DLTR,Consumer Defensive,-101.3,23.6,4.8,-5.1,14.4,-3.0,54.3,-39.1,-70.6,-40.1,-82.8,-101.3,37.6,-144.1,1.9,0.0,-176.0,20.1,136.0,140.0,99.5,135.0,89,218.1,0,50.30000000000001,
143,SPCE,Theme (User Picks),-193.0,0.9,0.9,-20.2,-26.3,-32.0,25.3,-75.6,-131.3,-143.6,-189.1,-193.0,351.3,-197.7,2.9,0.0,-13469.8,-87.7,148.0,148.0,99.5,145.0,102,239.1,1,99.60000000000036,
144,DIS,Communication Services,-124.7,3.9,1.2,-5.9,-4.3,-16.9,-11.9,-16.1,-46.8,-83.5,-100.8,-124.7,31.4,-131.0,2.1,0.0,-2085.3,-3.3,142.0,145.0,99.5,144.0,105,239.9,-1,50.5,
145,EH,Theme (User Picks),-100.2,0.0,-0.1,-18.7,-31.1,-42.9,-45.7,-25.2,-88.8,-139.7,-100.2,-100.2,994.1,-100.2,1.9,0.0,-1785.0,-11.5,143.0,139.0,99.5,143.0,115,248.5,0,-8.799999999999955,
146,GEV,Industrials,126.4,84.0,3.2,8.0,25.0,-10.6,27.9,126.4,126.4,126.4,126.4,126.4,152.6,-11.5,1.3,77.7,,163.8,59.0,43.0,54.0,,73,,6,,
147,0138Y0.KS,Korea ETF (My Portfolio),6.9,72.3,-27.7,8.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,10.0,-1.2,1.9,3.1,,6.7,139.0,76.0,66.0,,80,,6,,
148,491010.KS,Korea ETF (My Portfolio),9.7,57.4,-4.2,10.4,-0.8,-1.2,21.5,9.7,9.7,9.7,9.7,9.7,30.8,-18.7,1.7,-3.5,,42.2,123.0,73.0,133.0,,76,,6,,
