Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
122,NKE,Consumer Cyclical,-91.2,3.0,-3.1,-1.1,-11.5,-14.6,-24.8,-47.5,-63.7,-83.2,-101.8,-129.7,48.2,-95.5,2.0,0.0,-731.6,-6.9,122.0,127.0,95.0,121.0,85,202.2
123,SBUX,Consumer Cyclical,-72.3,22.2,-3.0,-6.4,-17.9,-15.5,-11.4,-25.8,-35.6,-48.1,-59.9,-81.6,40.6,-104.6,2.8,0.0,-155.8,12.0,115.0,118.0,95.0,107.5,95,203.6
124,AMC,Communication Services,-164.9,1.8,-1.4,-2.5,-4.7,-20.7,-28.7,-62.4,-87.5,-112.3,-140.0,-186.5,588.8,-178.4,2.6,0.0,-4334.6,-80.9,135.0,135.0,95.0,127.0,80,203.8
125,CL,Consumer Defensive,-59.3,7.6,-3.8,-12.1,-1.9,-2.2,-8.6,-10.6,-16.6,-23.3,-37.0,-73.2,7.4,-64.8,1.4,0.0,-459.9,25.0,104.5,108.5,95.0,115.0,105,212.6
126,JNJ,Healthcare,-65.2,11.9,-7.5,-13.1,-6.5,-2.8,-6.8,-19.5,-32.5,-41.4,-56.7,-83.8,17.5,-76.4,2.3,0.0,-225.7,19.1,110.0,114.0,95.0,111.0,115,223.2
127,PPG,Basic Materials,-100.7,0.0,-0.4,-0.5,0.3,-1.8,-10.5,-28.9,-39.0,-52.4,-69.4,-106.7,7.2,-100.7,2.2,0.0,-5157.6,-16.4,126.0,129.0,95.0,128.0,102,223.2
128,RXRX,Healthcare,-75.1,1.0,1.0,-28.3,-32.7,-31.6,-40.0,-58.4,-71.3,-83.3,-83.3,-83.3,37.8,-76.2,1.9,0.0,-2389.5,-58.0,132.0,119.0,95.0,126.0,105,224.6
129,SDGR,Healthcare,-86.7,6.7,-2.6,-18.7,2.3,7.6,6.4,-25.5,-36.3,-69.8,-73.7,-73.7,60.9,-97.3,2.2,0.0,-791.6,-46.5,130.0,125.0,95.0,123.0,106,225.2
130,NVDU,Unknown,103.2,38.5,-3.5,-1.0,-5.1,7.0,50.1,115.8,115.8,115.8,115.8,115.8,276.3,-5.0,1.6,235.5,,144.5,42.0,33.0,26.0,,80,
131,NVDY,Unknown,26.4,51.3,-5.0,0.4,-0.9,4.4,21.1,54.6,54.6,54.6,54.6,54.6,61.0,-10.0,1.7,35.2,,78.9,78.0,61.0,56.0,,80,
132,TSLT,Unknown,9.3,38.4,-8.7,-7.7,-30.2,-29.0,-11.1,-22.4,-22.4,-22.4,-22.4,-22.4,155.8,-81.9,2.1,-51.2,,49.1,93.0,72.0,135.0,,80,
133,457480.KS,Unknown,-1.3,64.4,-1.2,-5.7,-16.4,-12.3,-3.8,-11.3,-11.3,-11.3,-11.3,-11.3,31.4,-60.4,2.6,0.0,,12.6,114.0,77.5,95.0,,80,
134,MSTY,Unknown,87.2,45.9,2.2,14.1,12.7,22.2,55.8,70.3,70.3,70.3,70.3,70.3,196.2,-5.1,1.4,149.9,,81.0,77.0,37.0,34.0,,80,
135,TEM,Healthcare,43.1,47.5,-1.1,28.0,11.3,24.9,33.2,33.2,33.2,33.2,33.2,33.2,110.4,-17.9,2.1,55.2,,42.5,95.5,53.0,53.0,,70,
