Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Divergence_Rank,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source
64,GWW,Industrial Distribution,160.9,74.0,-4.5,1.7,2.8,9.3,5.8,-1.6,-3.3,27.7,78.0,160.9,230.8,-40.3,1.2,184.6,0.17781969115332336,307.6,90.0,93.0,17.44,132.39,-24,-190.36731395113458,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,90.0,93.0,17.44,131.0,0.0,0.0,0.0,0.0,132.39,,,,,,
65,381180.KS,Asset Management,197.8,99.0,1.2,27.5,35.8,47.7,81.7,101.5,132.1,196.2,,197.8,180.0,-10.3,1.6,47.4,12.824925978117365,258.8,107.0,81.0,12.5,132.8,29,6.224925978117366,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,107.0,81.0,12.5,23.0,0.0,11.0,12.0,0.0,132.8,,,,,,
66,COST,Hypermarkets & Super Centers,133.0,67.5,-0.4,-3.6,-1.8,2.7,-4.2,-8.6,-0.7,15.7,43.7,133.0,205.0,-17.8,1.3,213.0,33.17154896734869,279.7,100.0,103.0,20.0,135.4,-14,-190.52515321047213,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,100.0,103.0,20.0,192.0,0.0,0.0,0.0,0.0,135.4,,,,,,
67,MPC,Oil & Gas Refining & Marketing,196.6,83.5,-3.4,-5.2,10.4,17.6,23.4,24.5,20.0,70.4,173.1,196.6,251.1,-77.8,1.4,135.8,3.0034336638312924,343.3,78.0,82.0,26.46,137.41,8,-88.38255241770051,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,78.0,82.0,26.46,81.0,0.0,0.0,12.0,0.0,137.41,,,,,,
68,GE,Aerospace & Defense,184.9,76.2,7.5,-4.0,-9.2,-9.0,-5.8,14.7,58.6,177.7,256.5,184.9,260.3,-96.0,1.1,226.4,190.81107529169626,331.6,83.0,86.0,26.43,138.58,38,190.570998544822,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,83.0,86.0,26.43,274.0,4.0,0.0,0.0,0.0,138.58,,,,,,
69,GRMN,Scientific & Technical Instruments,119.1,69.5,11.2,-8.3,-4.0,2.2,-2.1,-0.7,18.6,32.7,40.0,119.1,174.5,-6.4,1.2,177.7,157.7419746413439,265.8,105.0,108.0,28.29,138.74,61,157.74015965242313,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,105.0,108.0,28.29,204.0,0.0,0.0,0.0,0.0,138.74,,,,,,
70,VLO,Oil & Gas Refining & Marketing,110.5,77.4,-5.5,-9.0,4.8,17.3,36.2,40.4,36.8,62.4,107.0,110.5,167.2,-81.9,1.5,41.5,2.7813630287907127,257.2,108.0,111.0,26.19,142.04,44,-4.589266316126709,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,108.0,111.0,26.19,79.0,0.0,0.0,0.0,0.0,142.04,,,,,,
71,MAR,Lodging,49.4,84.4,10.9,-0.5,2.4,9.4,14.8,15.2,15.5,31.6,45.0,49.4,68.0,-49.0,1.3,22.8,19.78303569461155,196.1,145.0,154.0,15.09,144.09,77,19.442722524249564,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,145.0,154.0,15.09,117.0,0.0,0.0,-6.0,0.0,144.09,,,,,,
72,ADI,Semiconductors,132.5,74.7,-18.1,0.0,4.0,19.9,34.0,39.3,41.6,53.4,73.1,132.5,180.5,-7.8,1.8,64.5,3.019198861924612e-08,279.2,101.0,104.0,4.44,149.99,29,-0.19728816137743008,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,101.0,104.0,4.44,74.0,0.0,0.0,25.0,0.0,149.99,,,,,,
73,WDC,Data Storage Devices,911.3,93.4,0.8,29.8,53.1,112.7,345.6,585.4,792.0,932.0,972.3,911.3,982.8,-100.9,1.7,162.1,-8.368381949557973,1058.0,19.0,21.0,45.11,151.41,81,-1.6687589900698834,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,19.0,21.0,45.11,7.0,0.0,0.0,25.0,0.0,151.41,,,,,,
74,CBOE,Financial Data & Stock Exchanges,105.0,91.0,-7.5,8.4,13.1,21.3,25.3,36.9,45.8,77.9,94.1,105.0,121.0,-55.4,1.2,42.1,0.002985543312814562,251.7,112.0,115.0,17.78,152.63,49,-0.02339367423795294,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,112.0,115.0,17.78,69.0,0.0,0.0,12.0,0.0,152.63,,,,,,
75,MSTR,Enterprise Software,444.2,23.9,-2.5,5.4,8.2,-4.1,-37.2,-41.5,36.8,146.8,317.6,444.2,2076.0,-66.6,1.6,4118.3,61.47823797088081,590.9,45.0,45.0,29.19,153.04,-59,-1367.7425613943608,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,45.0,45.0,29.19,266.0,10.0,0.0,25.0,0.0,153.04,,,,,,
76,WELL,Healthcare REITs,96.6,88.0,1.5,-3.8,-0.8,1.8,7.4,26.0,49.8,74.5,91.2,96.6,117.6,-51.9,1.1,76.9,9.860239582985864,243.3,116.0,119.0,15.14,154.34,28,0.4679211071864646,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,116.0,119.0,15.14,156.0,0.0,0.0,12.0,0.0,154.34,,,,,,
77,QQQ,Asset Management,54.9,82.8,5.1,1.1,0.5,-0.3,1.1,2.7,3.8,8.5,16.5,54.9,67.3,-4.6,1.1,62.0,59.589648352382135,181.8,162.0,148.0,16.86,154.51,26,0.0,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL,,,,,162.0,148.0,16.86,161.0,0.0,0.0,0.0,0.0,154.51,372507312128.0,372.507,,etf,etf,data_raw
78,SATS,Communication,222.9,88.2,-10.7,-2.8,0.9,20.2,153.2,296.1,419.4,412.1,342.5,222.9,272.6,-145.8,1.7,37.9,-1.8930139260882857,369.5,71.0,73.0,45.51,155.56,108,61.3806652334252,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,71.0,73.0,45.51,26.0,0.0,0.0,0.0,0.0,155.56,,,,,,
79,APO,Asset Management,183.0,44.0,-3.7,1.3,2.4,-3.2,-12.9,-23.1,-18.6,8.7,43.0,183.0,428.2,-9.1,1.3,547.2,0.0016674406616835821,329.7,84.0,88.0,25.44,155.79,-40,-551.5417076232428,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,84.0,88.0,25.44,209.0,10.0,0.0,0.0,0.0,155.79,,,,,,
80,KMI,Oil & Gas Midstream,75.6,76.0,-1.3,-5.8,-3.9,4.9,3.8,10.8,23.4,45.8,73.8,75.6,118.9,-59.1,1.2,81.0,4.463652564001277,222.3,129.0,133.0,20.22,156.57,13,-69.86123693514806,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,129.0,133.0,20.22,170.0,0.0,0.0,0.0,0.0,156.57,,,,,,
81,BNB-USD,Cryptocurrency,2213.5,39.5,0.0,-1.6,-7.0,-20.1,-25.5,-25.1,3.9,0.9,730.1,2213.5,5605.5,-25.2,1.3,7091.3,3690.4,2325.8,3.0,3.0,26.06,157.51,-80,-1309.6,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,3.0,3.0,26.06,396.0,40.0,0.0,25.0,0.0,157.51,,,,,,
82,AMZN,Internet Retail,54.2,45.6,2.0,5.6,8.9,7.0,5.9,4.2,9.9,11.6,-0.3,54.2,152.6,-27.7,1.3,84.5,90.43950179985471,200.9,142.0,150.0,20.89,160.99,60,90.43950105128295,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,142.0,150.0,20.89,114.0,0.0,0.0,25.0,-8.0,160.99,,,,,,
83,CF,Fertilizers & Agricultural Chemicals,98.6,55.9,-4.0,-11.1,4.4,22.6,23.4,25.6,20.3,16.7,62.4,98.6,221.2,-55.7,1.7,76.1,0.0008688289599666515,245.3,115.0,118.0,33.48,161.28,19,-67.91084029181589,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,115.0,118.0,33.48,93.0,0.0,0.0,0.0,0.0,161.28,,,,,,
84,PH,Diversified Machinery,188.9,68.4,0.0,-11.6,-14.7,-10.1,-3.0,5.6,20.0,63.9,116.3,188.9,289.7,-29.7,1.1,270.6,76.2,335.6,81.0,84.0,19.09,161.69,-22,29.20508621950308,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,81.0,84.0,19.09,335.0,20.0,0.0,0.0,0.0,161.69,,,,,,
85,AIZ,Insurance - Property & Casualty,24.8,53.5,-0.1,6.1,3.9,4.1,5.2,2.5,4.8,3.3,7.9,24.8,67.4,-23.8,1.4,28.7,11.692871838325742,171.5,178.0,184.0,8.89,162.29,37,-24.26286890280361,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,178.0,184.0,8.89,132.0,0.0,0.0,0.0,0.0,162.29,,,,,,
86,315960.KS,Dividend,392.3,96.7,3.9,37.5,41.7,81.8,174.2,248.2,283.5,332.2,385.0,392.3,370.2,-74.4,1.7,35.2,-19.018421314572365,487.6,53.0,52.0,45.67,162.42,90,-11.918421314572365,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,53.0,52.0,45.67,12.0,0.0,0.0,12.0,0.0,162.42,,,,,,
87,TXN,Semiconductors,93.9,94.0,-4.0,20.9,26.3,46.3,47.2,40.4,37.4,29.4,38.4,93.9,103.5,-54.4,2.0,2.1,1.6671542514113222,240.6,119.0,122.0,34.88,164.28,45,-0.7328457485886777,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,119.0,122.0,34.88,35.0,0.0,0.0,12.0,0.0,164.28,,,,,,
88,BTC-USD,Cryptocurrency,1957.2,55.3,-1.0,-2.3,-1.3,-12.3,-29.6,-29.0,-3.3,24.5,149.8,1957.2,3326.6,-9.6,1.2,4495.8,49.05880164641655,2103.9,4.0,5.0,36.44,164.69,-86,-3773.931525474705,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,4.0,5.0,36.44,351.0,18.0,0.0,25.0,0.0,164.69,,,,,,
89,TT,Building Products,213.4,73.1,-6.9,-9.9,-8.0,-5.1,-9.6,-7.1,9.7,43.2,88.1,213.4,294.6,-7.0,1.2,304.9,18.66986596527136,360.1,72.0,74.0,17.61,164.81,-60,-147.95219251560758,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,72.0,74.0,17.61,290.0,4.0,0.0,25.0,0.0,164.81,,,,,,
90,KEYS,Electronic Test & Measurement,186.2,83.3,-6.6,-2.1,11.5,34.3,59.7,73.3,68.1,47.2,53.0,186.2,226.7,-14.6,3.0,56.8,0.0328408639023348,332.9,82.0,85.0,36.22,165.72,23,-3.092083806053336,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,82.0,85.0,36.22,46.0,0.0,0.0,25.0,0.0,165.72,,,,,,
91,PM,Tobacco,42.6,80.5,-2.5,8.3,2.2,8.6,3.8,21.2,37.4,46.2,63.5,42.6,67.0,-56.2,1.3,38.4,0.23676395737333109,189.3,152.0,162.0,17.78,166.28,24,-19.628314731018488,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,152.0,162.0,17.78,124.0,0.0,0.0,0.0,0.0,166.28,,,,,,
92,CMI,Industrial Machinery,165.6,79.3,-15.1,-1.6,0.3,10.7,36.5,57.9,80.6,104.4,124.3,165.6,218.1,-35.6,1.2,91.2,6.091897208992299e-06,312.3,89.0,92.0,29.93,169.73,-5,-58.55043486597323,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,89.0,92.0,29.93,83.0,0.0,0.0,25.0,0.0,169.73,,,,,,
93,TJX,Apparel Retail,39.1,67.8,14.4,-9.4,-8.0,-5.7,-3.3,0.4,3.8,21.9,26.4,39.1,77.3,-40.2,1.2,64.5,58.70263590205479,185.8,158.0,167.0,15.29,170.29,66,58.06916897292798,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,158.0,167.0,15.29,258.0,4.0,0.0,-4.0,0.0,170.29,,,,,,
94,CAH,Healthcare Distribution,144.3,74.0,3.0,-9.5,-13.4,-11.4,-1.6,21.5,31.9,101.0,149.1,144.3,224.4,-81.7,1.1,176.1,141.68000286503477,291.0,95.0,97.0,27.5,171.1,-25,-10.295976391452854,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,95.0,97.0,27.5,317.0,20.0,0.0,0.0,0.0,171.1,,,,,,
95,BAESY,Aerospace & Defense,122.9,66.6,7.9,-17.9,-15.9,-6.8,-10.2,9.0,18.8,69.7,119.7,122.9,218.5,-65.9,1.2,208.2,151.986902818174,269.6,103.0,106.0,28.03,176.08,29,151.98675081071067,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,103.0,106.0,28.03,372.0,14.0,0.0,0.0,0.0,176.08,,,,,,
96,EBAY,Internet Retail,79.0,96.3,-3.7,10.9,15.9,22.5,25.0,48.6,73.6,69.6,70.2,79.0,85.0,-62.2,1.4,19.5,-0.2825934273352292,225.7,127.0,131.0,36.22,176.57,89,2.6998944120605923,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,127.0,131.0,36.22,64.0,0.0,0.0,0.0,0.0,176.57,,,,,,
97,TKO,Entertainment,205.3,70.3,0.8,-9.0,-13.3,-12.6,-11.5,5.2,19.0,66.3,88.0,205.3,307.5,-34.9,1.2,325.1,109.51858661203507,352.0,74.0,77.0,19.13,178.68,-51,-134.28707285095783,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,74.0,77.0,19.13,357.0,40.0,0.0,0.0,0.0,178.68,,,,,,
98,ARM,Semiconductors,137.8,82.0,40.8,58.5,104.6,108.5,103.8,101.3,,,,137.8,125.1,-70.9,2.2,-22.1,5000.0,172.2,176.0,102.0,17.5,179.85,51,0.0,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,176.0,102.0,17.5,9.0,0.0,47.0,-6.0,0.0,179.85,,,,,,
99,PGR,Property & Casualty Insurance,141.0,45.9,-0.8,-6.8,-10.1,-6.2,-17.0,-23.9,-17.2,5.7,27.9,141.0,319.6,-10.0,1.4,453.6,106.08333696709087,287.7,98.0,100.0,40.89,180.44,-45,-358.36318515078256,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,98.0,100.0,40.89,339.0,14.0,0.0,0.0,0.0,180.44,,,,,,
100,NTAP,Diversified Technology,16.7,38.2,5.0,7.8,13.5,9.0,6.1,-4.7,-2.9,-0.9,7.9,16.7,108.6,-39.4,1.6,21.8,66.231794923266,163.4,183.0,189.0,44.67,180.92,61,-14.229297075267112,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,183.0,189.0,44.67,96.0,0.0,0.0,-6.0,0.0,180.92,,,,,,
101,ODFL,Trucking,89.1,37.5,2.3,-5.7,-1.1,14.0,15.1,-3.0,-22.5,-32.4,-13.0,89.1,254.8,-15.5,1.7,157.7,232.6394042274591,235.8,124.0,128.0,82.95,183.85,46,181.71636771132222,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,124.0,128.0,82.95,122.0,0.0,0.0,-4.0,0.0,183.85,,,,,,
102,C,Diversified Banks,81.5,81.1,2.0,-4.8,-0.7,3.6,15.3,36.7,66.6,84.1,87.3,81.5,114.7,-58.5,1.2,50.7,19.184912285185316,228.2,126.0,130.0,30.62,184.07,42,19.184710675844958,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,126.0,130.0,30.62,145.0,0.0,0.0,25.0,0.0,184.07,,,,,,
103,LYV,Entertainment,41.6,46.3,-4.4,-1.4,-0.5,3.5,-2.2,5.4,10.6,4.2,6.2,41.6,117.4,-22.9,1.3,102.8,0.06241355537132984,188.3,153.0,163.0,30.99,184.79,4,-75.5625236603727,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,153.0,163.0,30.99,169.0,0.0,0.0,0.0,0.0,184.79,,,,,,
104,FICO,Financial Technology,166.1,24.6,6.1,8.9,-6.7,-19.7,-32.1,-46.6,-45.3,-1.7,16.2,166.1,694.1,-6.1,1.4,1403.6,1681.74388227134,312.8,88.0,91.0,43.89,184.99,14,1681.3095264121664,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,88.0,91.0,43.89,382.0,40.0,0.0,-6.0,0.0,184.99,,,,,,
105,ORCL,Software,71.4,25.7,-1.7,12.3,13.7,-0.9,-13.1,-8.7,-4.2,20.1,45.6,71.4,346.0,-22.8,1.7,464.2,29.1099728675017,218.1,130.0,135.0,31.78,185.28,-19,-21.068759825403223,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,130.0,135.0,31.78,148.0,10.0,0.0,25.0,0.0,185.28,,,,,,
106,SNPS,Electronic Design Automation Software,102.7,34.1,0.0,6.8,7.0,4.9,-8.7,-22.2,-36.6,-35.4,-13.7,102.7,309.4,-4.1,1.6,377.2,327.4,249.4,113.0,116.0,64.62,186.27,14,285.6199911910791,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,113.0,116.0,64.62,152.0,0.0,0.0,25.0,0.0,186.27,,,,,,
107,JCI,Building Products,138.7,77.5,-10.3,-11.2,-7.6,-1.2,4.6,26.3,41.9,50.0,92.7,138.7,189.0,-32.8,1.1,138.0,0.007269569582196358,285.4,99.0,101.0,22.99,186.34,-33,-98.34290882685153,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,99.0,101.0,22.99,214.0,4.0,0.0,25.0,0.0,186.34,,,,,,
108,FCX,Copper Mining,122.6,62.4,-2.0,-2.2,-6.2,9.2,20.7,16.2,8.6,-0.5,79.2,122.6,208.6,-56.5,1.7,91.6,0.784884322153231,269.3,104.0,107.0,35.96,186.96,-20,-86.72558178109935,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,104.0,107.0,35.96,128.0,4.0,0.0,25.0,0.0,186.96,,,,,,
109,VST,Independent Power Producers,426.0,56.4,4.6,-11.8,-14.8,-18.4,-26.9,-11.4,85.9,273.3,357.2,426.0,796.7,-76.3,1.3,998.4,790.5986559087847,557.4,49.0,47.0,29.56,190.11,-72,589.5218908421865,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,49.0,47.0,29.56,450.0,58.0,0.0,0.0,0.0,190.11,,,,,,
110,APH,Electronic Components,224.7,55.7,-0.4,-15.4,-18.6,-18.5,-7.4,22.5,51.5,93.9,141.5,224.7,384.6,-16.3,1.2,368.1,25.751549445861652,371.4,70.0,72.0,13.38,190.28,-69,-122.66570009052808,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,70.0,72.0,13.38,408.0,20.0,0.0,25.0,0.0,190.28,,,,,,
111,DECK,Footwear & Accessories,145.5,23.0,4.3,-6.5,-13.7,-6.6,-15.6,-41.4,-50.4,-35.8,-7.9,145.5,734.1,-30.0,1.4,971.9,1361.630833946646,292.2,94.0,96.0,75.89,194.04,39,1361.605978922744,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,94.0,96.0,75.89,347.0,14.0,0.0,-2.0,0.0,194.04,,,,,,
112,GEV,Electrical Equipment,210.9,77.3,-1.3,-0.8,11.5,34.0,54.7,178.0,,,,210.9,230.7,-7.2,1.3,135.1,3.957180062437488,236.7,122.0,75.0,19.5,194.8,-45,-95.30723054346318,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,122.0,75.0,19.5,48.0,0.0,47.0,25.0,0.0,194.8,,,,,,
113,ARES,Asset Management,240.3,38.5,0.2,2.5,-4.3,-15.1,-29.5,-40.3,-42.0,-24.4,30.4,240.3,631.0,-8.6,1.3,1065.0,1149.0796936204697,387.0,66.0,67.0,39.44,195.64,-75,65.15905055775602,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,66.0,67.0,39.44,360.0,36.0,0.0,25.0,0.0,195.64,,,,,,
114,TDG,Aerospace & Defense,175.7,53.7,5.4,-4.3,-11.6,-14.5,-23.1,-25.6,-16.4,21.7,47.4,175.7,343.7,-21.8,1.2,479.7,492.308631589359,322.4,86.0,90.0,40.89,197.04,-23,468.00333106531485,EARLY_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,86.0,90.0,40.89,393.0,40.0,0.0,0.0,0.0,197.04,,,,,,
115,GLD,Gold (ETF),65.8,88.2,-4.6,1.7,10.0,19.1,29.4,52.4,64.6,77.9,73.2,65.8,82.5,-58.5,1.5,1.3,-1.0228142484782766e-43,190.8,148.0,137.0,29.22,197.92,49,8.058095608404394e-17,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,148.0,137.0,29.22,72.0,0.0,0.0,25.0,0.0,197.92,184864325632.0,184.864,,etf,etf,data_raw
116,PLTR,Software,574.1,55.5,1.5,-13.6,-12.2,-21.2,-23.0,96.5,291.9,565.9,,574.1,1018.1,-71.2,1.2,1222.2,908.610059164599,642.4,39.0,35.0,34.0,197.95,-63,875.9395683499916,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,39.0,35.0,34.0,440.0,58.0,11.0,0.0,0.0,197.95,,,,,,
117,ETN,Electrical Equipment,156.7,70.4,-8.4,-10.4,-6.1,-2.4,-5.7,-8.7,-3.2,31.9,83.0,156.7,227.3,-11.6,1.2,224.8,0.0008757019196611561,303.4,92.0,95.0,33.89,197.99,-67,-203.91335375495044,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,92.0,95.0,33.89,252.0,4.0,0.0,25.0,0.0,197.99,,,,,,
118,NRG,Independent Power Producers,331.1,60.5,6.4,-17.9,-21.2,-23.3,-25.4,-0.7,53.3,122.7,165.8,331.1,554.2,-22.3,1.1,689.3,585.2642535351656,477.8,54.0,55.0,29.2,200.55,-41,579.5416053299807,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,54.0,55.0,29.2,487.0,58.0,0.0,0.0,0.0,200.55,,,,,,
119,BKR,Oil & Gas Equipment & Services,58.8,85.0,3.8,-5.7,-2.0,11.1,24.8,32.8,37.5,63.2,108.5,58.8,84.9,-85.4,1.3,12.7,-9.007930639891756,205.5,137.0,143.0,31.32,200.92,64,-6.962288871057584,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,137.0,143.0,31.32,113.0,0.0,0.0,12.0,0.0,200.92,,,,,,
120,WAB,Rail Equipment,43.1,73.2,-7.5,-10.2,-7.1,1.5,4.9,7.4,22.4,52.8,75.9,43.1,82.8,-63.6,1.2,41.4,4.3019061656571465,189.8,150.0,159.0,20.24,202.39,-1,-3.3092374689100277,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,150.0,159.0,20.24,201.0,4.0,0.0,25.0,0.0,202.39,,,,,,
121,RGTI,Quantum Computing,582.7,23.1,-5.2,-2.2,-9.5,-26.4,-14.9,420.7,689.0,592.8,,582.7,2754.1,-93.0,1.5,3440.3,1.3028108884935209e-09,641.7,40.0,34.0,19.5,202.55,-114,-1354.9295132140946,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,40.0,34.0,19.5,391.0,22.0,11.0,25.0,0.0,202.55,,,,,,
122,WMT,Hypermarkets & Super Centers,93.6,67.4,-16.4,-13.5,-11.4,-4.9,-1.3,11.2,29.4,52.3,56.4,93.6,152.9,-28.0,1.2,134.7,14.799967786610543,240.3,120.0,123.0,30.16,203.66,-23,-5.70598530216259,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,120.0,123.0,30.16,282.0,4.0,0.0,25.0,0.0,203.66,,,,,,
123,NUE,Steel,99.9,68.6,-1.0,7.0,13.5,22.7,37.6,32.5,13.2,12.1,82.0,99.9,169.7,-51.6,1.6,25.3,5.725050945736368,246.6,114.0,117.0,65.97,204.97,15,-29.291000736709396,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,114.0,117.0,65.97,56.0,0.0,0.0,25.0,0.0,204.97,,,,,,
124,CSCO,Communications Equipment,96.1,98.0,-2.0,31.9,37.0,42.6,53.8,79.0,83.9,85.5,83.1,96.1,99.9,-66.9,1.4,-10.1,-2.6530318424700035,242.8,117.0,120.0,36.22,206.42,142,4.746968157529997,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,117.0,120.0,36.22,27.0,0.0,0.0,0.0,0.0,206.42,,,,,,
125,PSX,Oil & Gas Refining & Marketing,36.1,61.3,-2.6,-9.3,-0.0,8.7,16.4,10.7,4.9,29.9,47.6,36.1,106.9,-74.9,1.4,10.2,1.2534469438666802,182.8,160.0,169.0,56.14,208.79,47,-0.6403319713050615,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,160.0,169.0,56.14,139.0,0.0,0.0,0.0,0.0,208.79,,,,,,
126,HPE,Hardware & Equipment,52.9,100.0,5.2,22.0,36.1,36.8,44.9,50.0,53.8,63.9,76.6,52.9,51.4,-67.1,1.6,-27.9,-6.8,199.6,143.0,152.0,29.22,209.02,143,0.0,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,143.0,152.0,29.22,33.0,0.0,0.0,-6.0,0.0,209.02,,,,,,
127,ABBV,Biotechnology,54.4,56.7,3.2,-6.4,-9.9,-10.1,-10.3,-10.6,-9.7,-4.0,20.0,54.4,115.5,-24.8,1.2,134.9,129.62076779495823,201.1,141.0,149.0,45.89,211.59,-18,-15.155728715076492,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,141.0,149.0,45.89,325.0,22.0,0.0,-6.0,0.0,211.59,,,,,,
