Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
121,AMC,Communication Services,-164.9,1.8,-1.4,-2.5,-4.7,-20.7,-28.7,-62.4,-87.5,-112.3,-140.0,-186.5,588.8,-178.4,2.6,0.0,-4334.6,-80.9,135.0,134.0,93.5,127.0,80,203.3
122,PSA,Real Estate,-67.6,13.7,-7.3,-4.7,0.0,-2.0,-3.7,-9.1,-20.4,-20.5,-28.1,-53.9,26.7,-82.6,2.0,0.0,-233.5,30.1,102.0,107.0,93.5,105.0,102,204.5
123,PEP,Consumer Defensive,-79.5,0.0,-8.6,-13.1,-11.7,-14.2,-23.0,-38.2,-49.8,-54.5,-67.0,-92.9,18.2,-79.5,2.5,0.0,-1792.7,18.2,112.0,118.0,93.5,121.0,95,208.1
124,LMT,Industrials,-73.1,2.0,-12.2,-11.6,1.1,-4.2,-10.7,-17.2,-26.2,-24.3,-36.1,-45.9,22.0,-75.0,1.7,0.0,-1861.3,24.6,105.5,110.5,93.5,123.0,102,213.1
125,JNJ,Healthcare,-78.9,10.5,-13.1,-11.5,-6.7,-3.6,-7.6,-20.2,-33.0,-42.1,-57.4,-84.6,15.3,-90.0,2.3,0.0,-345.2,18.8,111.0,116.0,93.5,109.0,115,222.7
126,SDGR,Healthcare,-93.7,6.6,-6.2,-15.5,2.4,8.4,6.5,-24.7,-35.9,-69.5,-73.5,-73.5,60.5,-104.6,2.2,0.0,-860.1,-46.5,130.0,125.0,93.5,119.0,106,223.3
127,CL,Consumer Defensive,-72.9,2.2,-11.7,-10.3,-2.1,-2.8,-9.1,-11.2,-17.2,-23.9,-37.6,-73.8,6.8,-74.7,1.4,0.0,-2179.6,24.8,104.0,109.0,93.5,126.0,115,226.7
128,PPG,Basic Materials,-114.2,0.0,-2.3,1.4,-0.4,-2.1,-10.6,-28.9,-38.8,-52.3,-69.4,-106.6,6.2,-114.2,2.2,0.0,-6188.8,-16.5,126.0,131.0,93.5,129.0,110,231.7
129,RXRX,Healthcare,-79.1,1.4,1.1,-25.3,-31.7,-30.5,-39.0,-57.0,-70.4,-82.6,-82.6,-82.6,34.7,-80.7,1.9,0.0,-1799.1,-57.5,132.0,117.0,93.5,122.0,115,232.3
130,NVDU,Unknown,103.2,38.5,-3.5,-1.0,-5.1,7.0,50.1,115.8,115.8,115.8,115.8,115.8,276.3,-5.0,1.6,235.5,,144.5,42.0,33.0,25.0,,80,
131,NVDY,Unknown,26.4,51.3,-5.0,0.4,-0.9,4.4,21.1,54.6,54.6,54.6,54.6,54.6,61.0,-10.0,1.7,35.2,,78.9,79.0,59.0,53.0,,80,
132,TSLT,Unknown,9.3,38.4,-8.7,-7.7,-30.2,-29.0,-11.1,-22.4,-22.4,-22.4,-22.4,-22.4,155.8,-81.9,2.1,-51.2,,49.1,92.0,67.0,135.0,,80,
133,457480.KS,Unknown,-1.3,64.4,-1.2,-5.7,-16.4,-12.3,-3.8,-11.3,-11.3,-11.3,-11.3,-11.3,31.4,-60.4,2.6,0.0,,12.6,114.0,75.0,93.5,,80,
134,MSTY,Unknown,87.2,45.9,2.2,14.1,12.7,22.2,55.8,70.3,70.3,70.3,70.3,70.3,196.2,-5.1,1.4,149.9,,81.0,78.0,35.0,32.0,,80,
135,TEM,Healthcare,46.4,50.4,-0.7,33.4,15.3,28.4,37.1,37.1,37.1,37.1,37.1,37.1,109.9,-18.2,2.1,51.3,,46.4,94.0,47.0,52.0,,70,
