Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,Grid_Score,Max_Divergence_Score,Y3_Beat_VOO_Score,Y3_Premium_Score,Y3_Premium_Wins,Y3_Premium_Total,Y3_Confidence,Beat_Score
118,487240.KS,Korea AI Power,194.6,52.4,3.5,3.9,-18.2,-0.8,28.5,83.2,,,,194.6,341.8,-21.3,1.2,167.8,20.6,216.1,147.0,147.0,95.0,95.0,0.0,0.0,118.0,118.0,0,4.100000000000001,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,147.0,147.0,95.0,95.0,0.0,0.0,,0.0,0.0,0.0,0.0,118.0,118.0,35058000000.0,35.058,,etf,etf,data_raw,10011---1,--------1,173.7,70.0,200.0,33.3,1.0,1.0,0.167,277.0
119,ON,Semiconductors,118.1,42.4,-25.1,-22.0,-16.1,9.8,33.0,51.1,9.3,-5.4,45.1,118.1,342.5,-46.0,3.0,52.4,46.9,265.1,120.0,120.0,123.0,123.0,0.0,0.0,119.0,119.0,-47,31.799999999999997,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,120.0,120.0,123.0,123.0,0.0,0.0,,0.0,0.0,0.0,0.0,119.0,119.0,36793607169.39,36.794,291.0,large,equity,data_raw,001111011,110111000,140.3,70.0,111.1,66.7,3.0,9.0,1.0,277.0
120,FCX,Copper Mining,123.6,62.8,-1.3,-1.5,1.4,-6.2,3.1,18.0,9.5,0.2,77.0,123.6,208.6,-56.5,1.6,105.4,35.5,270.5,116.0,116.0,120.0,120.0,0.0,0.0,120.0,120.0,-25,11.600000000000001,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,116.0,116.0,120.0,120.0,0.0,0.0,,0.0,0.0,0.0,0.0,120.0,120.0,90408139032.43,90.408,129.0,large,equity,data_raw,010111111,101111001,162.5,70.0,133.3,44.4,2.0,9.0,1.0,276.9
121,BAESY,Aerospace & Defense,111.7,62.6,-1.0,-1.0,-5.0,-15.0,-8.6,-11.3,13.8,59.6,108.2,111.7,218.5,-65.9,1.2,229.4,52.88213420767205,256.9,128.0,128.0,131.0,131.0,0.0,0.0,121.0,121.0,1,0.0,STRONG_DOWN,UPPER_RANGE,NEUTRAL,S5_TRASH,,,,,128.0,128.0,131.0,131.0,0.0,0.0,,0.0,0.0,0.0,0.0,121.0,121.0,74978064439.82,74.978,165.0,large,equity,data_raw,000001111,000011111,118.0,70.0,111.1,88.9,4.0,9.0,1.0,276.9
122,MCK,Healthcare Distribution,136.2,55.1,-2.4,-2.7,-3.2,-16.4,-17.4,-16.1,-8.0,29.0,97.8,136.2,285.1,-46.0,1.2,340.6,122.3,283.1,113.0,113.0,116.0,116.0,0.0,0.0,122.0,122.0,1,-5.799999999999997,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,113.0,113.0,116.0,116.0,0.0,0.0,,0.0,0.0,0.0,0.0,122.0,122.0,88463941263.66,88.464,134.0,large,equity,data_raw,000000111,000111111,118.0,70.0,133.3,88.9,4.0,9.0,1.0,276.9
123,MSTR,Enterprise Software,115.0,8.5,0.1,0.2,-47.5,-44.9,-48.7,-68.8,-50.9,1.1,72.4,115.0,2076.0,-66.6,1.7,10617.1,10862.5,261.9,124.0,124.0,127.0,127.0,0.0,0.0,123.0,123.0,-9,4185.9,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,124.0,124.0,127.0,127.0,0.0,0.0,,0.0,0.0,0.0,0.0,123.0,123.0,29393491135.87,29.393,327.0,other,equity,data_raw,100000111,001100111,118.0,70.0,111.1,88.9,4.0,9.0,1.0,276.9
124,C,Diversified Banks,117.9,91.2,-8.8,-5.1,8.0,10.4,13.3,24.9,86.0,110.5,118.0,117.9,135.4,-58.5,1.2,54.0,1.9,264.8,121.0,121.0,124.0,124.0,0.0,0.0,124.0,124.0,-9,0.5999999999999999,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,121.0,121.0,124.0,124.0,0.0,0.0,,0.0,0.0,0.0,0.0,124.0,124.0,238712562072.82,238.713,54.0,cap100,equity,data_raw,011111111,-10000111,155.9,70.0,88.9,44.4,2.0,9.0,1.0,270.3
125,OKE,Oil & Gas Midstream,116.8,50.4,-4.2,-4.5,-1.8,-5.5,0.2,0.8,-15.2,-4.9,51.8,116.8,292.4,-60.3,1.2,241.2,150.7,263.8,122.0,122.0,125.0,125.0,0.0,0.0,125.0,125.0,4,-4.5,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,122.0,122.0,125.0,125.0,0.0,0.0,,0.0,0.0,0.0,0.0,125.0,125.0,54775057691.05,54.775,229.0,large,equity,data_raw,000110011,110111100,129.1,70.0,133.3,66.7,3.0,9.0,1.0,265.8
126,CMI,Industrial Machinery,210.6,94.9,-5.1,-3.6,8.6,11.5,17.9,45.2,101.5,132.1,156.9,210.6,223.8,-35.6,1.2,90.1,7.8,357.5,86.0,86.0,89.0,89.0,0.0,0.0,126.0,126.0,-2,1.2000000000000002,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,86.0,86.0,89.0,89.0,0.0,0.0,,0.0,0.0,0.0,0.0,126.0,126.0,98415185507.06,98.415,123.0,large,equity,data_raw,011111111,000010111,151.3,70.0,88.9,44.4,2.0,9.0,1.0,265.7
127,KLAC,Semiconductor Equipment,-45.6,3.0,1.7,14.9,-84.5,-88.0,-86.8,-86.2,-96.6,-99.2,-90.8,-45.6,1362.7,-89.2,1.2,0.0,13206.5,101.4,301.0,301.0,330.0,330.0,0.0,0.0,127.0,127.0,3,-13566.5,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,301.0,301.0,330.0,330.0,0.0,0.0,,0.0,0.0,0.0,0.0,127.0,127.0,394116282447.08,394.116,32.0,cap100,equity,data_raw,100000000,011111110,106.9,0.0,155.6,155.6,7.0,9.0,1.0,262.5
128,LYV,Entertainment,69.4,66.1,7.0,2.9,10.5,7.8,13.9,9.0,23.4,20.0,25.6,69.4,117.4,-22.9,1.3,69.9,20.1,216.3,146.0,146.0,152.0,152.0,0.0,0.0,128.0,128.0,25,-12.299999999999997,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,146.0,146.0,152.0,152.0,0.0,0.0,,0.0,0.0,0.0,0.0,128.0,128.0,42612040766.93,42.612,265.0,large,equity,data_raw,111111111,111100011,184.7,30.0,133.3,44.4,2.0,9.0,1.0,259.1
129,ROK,Industrial Machinery,64.9,94.4,5.7,1.6,13.9,15.1,14.9,20.6,28.4,23.3,33.2,64.9,70.8,-33.7,1.6,13.2,-1.4,211.9,149.0,149.0,155.0,155.0,0.0,0.0,129.0,129.0,4,0.5,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,149.0,149.0,155.0,155.0,0.0,0.0,,0.0,0.0,0.0,0.0,129.0,129.0,55089507157.08,55.09,226.0,large,equity,data_raw,111111111,101111001,184.7,30.0,133.3,44.4,2.0,9.0,1.0,259.1
130,KKR,Asset Management,95.2,22.8,-1.5,-2.6,-8.5,-8.7,-19.2,-32.1,-42.8,-35.1,-5.3,95.2,478.9,-17.5,1.4,1035.6,966.4,242.2,134.0,134.0,139.0,139.0,0.0,0.0,130.0,130.0,-31,185.39999999999998,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,134.0,134.0,139.0,139.0,0.0,0.0,,0.0,0.0,0.0,0.0,130.0,130.0,82406777428.94,82.407,146.0,large,equity,data_raw,000000001,111111110,118.0,30.0,177.8,111.1,5.0,9.0,1.0,259.1
131,DE,Agricultural & Construction Machinery,115.6,72.4,-1.1,-1.1,12.3,3.4,11.3,12.7,11.7,2.9,33.3,115.6,162.8,-9.5,1.3,113.5,32.5,262.5,123.0,123.0,126.0,126.0,0.0,0.0,131.0,131.0,47,-13.299999999999997,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,123.0,123.0,126.0,126.0,0.0,0.0,,0.0,0.0,0.0,0.0,131.0,131.0,171229411413.44,171.229,71.0,cap100,equity,data_raw,011111111,101110001,162.5,70.0,111.1,22.2,1.0,9.0,1.0,254.7
132,ODFL,Trucking,101.3,41.9,-3.5,-3.2,-1.1,-2.4,11.7,19.0,-17.0,-27.5,-8.4,101.3,254.8,-15.5,1.7,141.4,125.1,248.2,131.0,131.0,136.0,136.0,0.0,0.0,132.0,132.0,-4,6.299999999999997,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,131.0,131.0,136.0,136.0,0.0,0.0,,0.0,0.0,0.0,0.0,132.0,132.0,45045931367.14,45.046,257.0,large,equity,data_raw,000110001,111111000,118.0,70.0,133.3,66.7,3.0,9.0,1.0,254.7
133,487230.KS,US AI Power Infrastructure,71.3,79.9,-15.6,-4.9,6.6,14.8,28.4,36.9,,,,71.3,59.1,-7.9,1.6,24.8,4.3,92.8,311.0,311.0,150.0,150.0,0.0,0.0,133.0,133.0,-8,0.5999999999999996,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,311.0,311.0,150.0,150.0,0.0,0.0,,0.0,0.0,0.0,0.0,133.0,133.0,19943000000.0,19.943,,etf,etf,data_raw,01111---1,--------1,190.3,30.0,200.0,33.3,1.0,1.0,0.167,253.6
134,006800.KS,Securities,369.8,43.6,-1.4,-3.3,-33.0,-41.1,-1.2,46.3,304.7,364.2,384.6,369.8,974.3,-97.4,1.3,607.0,22.9,516.8,61.0,61.0,62.0,62.0,0.0,0.0,134.0,134.0,-3,9.2,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,61.0,61.0,62.0,62.0,0.0,0.0,,0.0,0.0,0.0,0.0,134.0,134.0,18739410430500.0,18739.41,,etf,etf,data_raw,000011111,000000011,95.8,110.0,44.4,44.4,2.0,9.0,1.0,250.2
135,HPE,Hardware & Equipment,148.5,69.9,-5.9,-5.1,25.8,56.7,72.2,84.8,111.8,133.8,161.7,148.5,238.4,-67.1,1.9,-18.0,-15.0,295.5,106.0,106.0,109.0,109.0,0.0,0.0,135.0,135.0,2,-3.4000000000000004,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,106.0,106.0,109.0,109.0,0.0,0.0,,0.0,0.0,0.0,0.0,135.0,135.0,59734821640.54,59.735,213.0,large,equity,data_raw,011111111,-00011101,155.9,70.0,88.9,22.2,1.0,9.0,1.0,248.1
136,INSM,Biotechnology,190.8,36.2,0.6,0.4,-10.8,-27.1,-36.6,-30.6,79.3,157.6,160.1,190.8,673.7,-82.7,1.3,913.7,323.5,337.7,94.0,94.0,98.0,98.0,0.0,0.0,136.0,136.0,12,-59.30000000000001,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,94.0,94.0,98.0,98.0,0.0,0.0,,0.0,0.0,0.0,0.0,136.0,136.0,23110146920.95,23.11,385.0,other,equity,data_raw,100001111,000000111,106.9,70.0,66.7,66.7,3.0,9.0,1.0,243.6
137,MELI,Internet Retail,107.7,21.0,2.1,3.2,-6.2,-10.0,-17.4,-31.2,-41.3,-40.0,-42.3,107.7,549.4,-11.6,1.4,1120.0,904.4,254.7,129.0,129.0,133.0,133.0,0.0,0.0,137.0,137.0,52,-273.19999999999993,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,129.0,129.0,133.0,133.0,0.0,0.0,,0.0,0.0,0.0,0.0,137.0,137.0,86052890497.61,86.053,140.0,large,equity,data_raw,100000001,111100110,106.9,70.0,133.3,66.7,3.0,9.0,1.0,243.6
138,INTC,Semiconductors,167.1,98.7,4.8,3.4,32.8,109.8,162.7,291.3,318.6,273.3,208.8,167.1,171.8,-158.8,2.9,-89.5,-29.0,314.0,102.0,102.0,105.0,105.0,0.0,0.0,138.0,138.0,2,-0.8999999999999986,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,102.0,102.0,105.0,105.0,0.0,0.0,,0.0,0.0,0.0,0.0,138.0,138.0,701780404541.02,701.78,18.0,cap100,equity,data_raw,111111111,110000001,151.3,70.0,66.7,22.2,1.0,9.0,1.0,243.5
139,ETH-USD,Cryptocurrency,78.2,8.9,-0.1,-1.2,-27.7,-31.3,-39.3,-53.7,-74.5,-90.7,24.4,78.2,1484.0,-71.9,1.7,3899.3,4298.6,190.6,167.0,167.0,148.0,148.0,0.0,0.0,139.0,139.0,-22,835.9000000000005,STRONG_DOWN,LOWER,NEUTRAL,S5_TRASH,,,,,167.0,167.0,148.0,148.0,0.0,0.0,,0.0,0.0,0.0,0.0,139.0,139.0,189380072194.1,189.38,,crypto,crypto,data_raw,000000011,--1110010,95.3,30.0,114.3,114.3,4.0,7.0,1.0,239.6
140,CF,Fertilizers & Agricultural Chemicals,58.6,41.4,1.3,1.0,-9.2,-12.0,3.5,6.6,2.2,-5.2,32.7,58.6,221.2,-55.7,1.6,110.5,45.4,205.5,159.0,159.0,164.0,164.0,0.0,0.0,140.0,140.0,44,-9.200000000000003,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,159.0,159.0,164.0,164.0,0.0,0.0,,0.0,0.0,0.0,0.0,140.0,140.0,16631905531.43,16.632,441.0,other,equity,data_raw,100111011,100111001,140.3,30.0,111.1,66.7,3.0,9.0,1.0,237.0
141,SYF,Consumer Finance,40.0,62.1,-7.9,-4.8,2.8,1.0,-3.8,-4.3,23.1,31.3,48.3,40.0,104.4,-64.4,1.3,74.8,20.8,186.9,171.0,171.0,177.0,177.0,0.0,0.0,141.0,141.0,-3,0.10000000000000142,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,171.0,171.0,177.0,177.0,0.0,0.0,,0.0,0.0,0.0,0.0,141.0,141.0,25580957930.62,25.581,362.0,other,equity,data_raw,011001111,000110111,140.3,30.0,111.1,66.7,3.0,9.0,1.0,237.0
142,AJG,Insurance Brokers,6.7,16.1,3.6,3.7,9.8,0.9,-7.1,-22.3,-46.1,-46.8,-35.8,6.7,215.4,-33.0,2.1,546.2,656.5,153.7,204.0,204.0,214.0,214.0,0.0,0.0,142.0,142.0,78,-1057.0,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,204.0,204.0,214.0,214.0,0.0,0.0,,0.0,0.0,0.0,0.0,142.0,142.0,58986176821.9,58.986,216.0,large,equity,data_raw,111000001,111111100,140.2,30.0,155.6,66.7,3.0,9.0,1.0,236.9
143,ORLY,Auto Parts,55.1,51.2,6.4,4.3,-0.3,-6.3,-9.6,-15.9,-20.5,-9.2,12.5,55.1,154.4,-48.4,1.3,198.8,91.7,202.0,162.0,162.0,168.0,168.0,0.0,0.0,143.0,143.0,26,-41.89999999999999,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,162.0,162.0,168.0,168.0,0.0,0.0,,0.0,0.0,0.0,0.0,143.0,143.0,76316368590.26,76.316,159.0,large,equity,data_raw,100000011,111111110,140.2,30.0,177.8,66.7,3.0,9.0,1.0,236.9
144,CTAS,Commercial Services,57.9,26.7,-0.9,-1.1,-1.7,-10.7,-13.9,-23.9,-36.0,-28.0,-16.9,57.9,229.6,-4.0,1.5,529.8,435.6,204.8,160.0,160.0,165.0,165.0,0.0,0.0,144.0,144.0,0,-10.299999999999955,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,160.0,160.0,165.0,165.0,0.0,0.0,,0.0,0.0,0.0,0.0,144.0,144.0,68055281453.15,68.055,193.0,large,equity,data_raw,000000001,111111110,118.0,30.0,177.8,88.9,4.0,9.0,1.0,236.9
145,MSFT,Software,29.8,19.7,5.1,4.1,-15.5,-14.4,-20.6,-31.1,-45.9,-49.2,-46.4,29.8,201.5,-12.1,1.4,637.8,555.3,176.7,178.0,178.0,184.0,184.0,0.0,0.0,145.0,145.0,15,-79.30000000000007,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,178.0,178.0,184.0,184.0,0.0,0.0,,0.0,0.0,0.0,0.0,145.0,145.0,2770954631674.86,2770.955,3.0,cap10,equity,data_raw,100000001,111111010,118.0,30.0,155.6,88.9,4.0,9.0,1.0,236.9
146,DDOG,Software-Infrastructure,101.7,65.8,16.7,16.2,38.4,76.4,76.5,73.6,75.8,69.6,,101.7,147.3,-87.1,3.0,-51.9,-15.8,186.3,174.0,174.0,135.0,135.0,0.0,0.0,146.0,146.0,90,12.399999999999999,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,174.0,174.0,135.0,135.0,0.0,0.0,,0.0,0.0,0.0,0.0,146.0,146.0,86133799921.2,86.134,139.0,large,equity,data_raw,1111111-1,----00001,133.0,70.0,40.0,33.3,1.0,5.0,0.833,236.3
147,005380.KS,Automobiles,137.3,50.6,-2.6,-3.2,-21.3,-22.5,6.6,56.3,89.1,103.3,132.8,137.3,331.7,-61.2,2.2,93.1,-15.5,284.2,111.0,111.0,114.0,114.0,0.0,0.0,147.0,147.0,0,-6.0,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,111.0,111.0,114.0,114.0,0.0,0.0,,0.0,0.0,0.0,0.0,147.0,147.0,100195952670000.0,100195.953,,etf,etf,data_raw,000111111,001110011,140.3,70.0,111.1,22.2,1.0,9.0,1.0,232.5
148,AIZ,Insurance - Property & Casualty,36.7,66.7,4.6,1.3,10.9,10.0,8.0,10.7,10.2,10.5,15.6,36.7,67.4,-23.8,1.4,23.2,10.4,183.7,176.0,176.0,181.0,181.0,0.0,0.0,148.0,148.0,15,-2.9000000000000004,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,176.0,176.0,181.0,181.0,0.0,0.0,,0.0,0.0,0.0,0.0,148.0,148.0,13305026903.13,13.305,468.0,other,equity,data_raw,111111111,011101111,195.8,30.0,155.6,0.0,0.0,9.0,1.0,225.8
149,QQQ,Asset Management,89.4,98.4,5.3,1.2,3.1,7.7,8.8,10.2,16.6,25.5,36.2,89.4,90.8,-4.6,1.2,57.3,11.2,236.3,138.0,138.0,142.0,142.0,0.0,0.0,149.0,149.0,2,0.3999999999999986,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,138.0,138.0,142.0,142.0,0.0,0.0,,0.0,0.0,0.0,0.0,149.0,149.0,493987528704.0,493.988,,etf,etf,data_raw,111111111,111100111,195.8,30.0,155.6,0.0,0.0,9.0,1.0,225.8
150,TXN,Semiconductors,83.0,74.3,-24.3,-9.0,0.8,16.0,31.1,37.9,31.9,23.8,31.1,83.0,130.7,-54.4,2.4,12.4,4.1,224.0,143.0,143.0,145.0,145.0,0.0,0.0,150.0,150.0,-29,1.9999999999999996,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,143.0,143.0,145.0,145.0,0.0,0.0,,0.0,0.0,0.0,0.0,150.0,150.0,259767778669.41,259.768,50.0,cap100,equity,data_raw,011111111,111110001,173.60000000000002,30.0,133.3,22.2,1.0,9.0,1.0,225.8
151,AXP,Consumer Finance,59.7,57.5,-5.1,-2.9,5.8,2.6,-4.9,-7.6,6.3,16.7,33.6,59.7,125.3,-28.1,1.3,133.4,51.0,206.7,156.0,156.0,161.0,161.0,0.0,0.0,151.0,151.0,5,0.5,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,156.0,156.0,161.0,161.0,0.0,0.0,,0.0,0.0,0.0,0.0,151.0,151.0,230796919344.75,230.797,55.0,cap100,equity,data_raw,011001111,110001111,151.4,30.0,133.3,44.4,2.0,9.0,1.0,225.8
152,IBM,IT Consulting & Other Services,14.0,62.8,12.1,7.2,4.3,5.5,-3.2,-6.8,12.0,32.8,40.9,14.0,67.4,-74.9,1.3,46.2,11.4,161.0,194.0,194.0,203.0,203.0,0.0,0.0,152.0,152.0,130,-9.4,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,194.0,194.0,203.0,203.0,0.0,0.0,,0.0,0.0,0.0,0.0,152.0,152.0,264305131557.55,264.305,48.0,cap100,equity,data_raw,111001111,000011111,151.39999999999998,30.0,111.1,44.4,2.0,9.0,1.0,225.8
153,WAB,Rail Equipment,59.2,84.1,-12.7,-6.2,2.7,-2.2,5.4,11.4,29.2,62.6,90.2,59.2,82.8,-63.6,1.2,39.0,7.6,206.1,157.0,157.0,162.0,162.0,0.0,0.0,153.0,153.0,-14,1.0999999999999996,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,157.0,157.0,162.0,162.0,0.0,0.0,,0.0,0.0,0.0,0.0,153.0,153.0,45745013517.23,45.745,255.0,large,equity,data_raw,010111111,000011111,151.39999999999998,30.0,111.1,44.4,2.0,9.0,1.0,225.8
154,COST,Hypermarkets & Super Centers,89.3,48.0,-2.9,-2.4,-5.4,-11.8,-9.0,-13.8,-16.9,-5.6,15.4,89.3,205.0,-17.8,1.3,284.3,153.6,236.3,138.0,138.0,143.0,143.0,0.0,0.0,154.0,154.0,4,13.900000000000006,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,138.0,138.0,143.0,143.0,0.0,0.0,,0.0,0.0,0.0,0.0,154.0,154.0,414861103785.34,414.861,30.0,cap100,equity,data_raw,000000011,111111110,129.1,30.0,177.8,66.7,3.0,9.0,1.0,225.8
155,FSLR,Solar Energy,70.2,38.0,-6.5,-6.7,-6.4,0.6,-5.8,-1.0,-12.0,6.4,40.5,70.2,269.7,-51.3,1.6,171.5,107.6,217.1,144.0,144.0,151.0,151.0,0.0,0.0,155.0,155.0,-69,37.3,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,144.0,144.0,151.0,151.0,0.0,0.0,,0.0,0.0,0.0,0.0,155.0,155.0,25354696254.91,25.355,367.0,other,equity,data_raw,001000111,011011101,129.1,30.0,133.3,66.7,3.0,9.0,1.0,225.8
156,WMT,Hypermarkets & Super Centers,69.0,53.8,-6.1,-3.8,-8.6,-15.2,-12.8,-8.2,16.0,36.0,37.9,69.0,152.9,-28.0,1.2,168.7,51.5,215.9,148.0,148.0,153.0,153.0,0.0,0.0,156.0,156.0,3,10.100000000000001,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,148.0,148.0,153.0,153.0,0.0,0.0,,0.0,0.0,0.0,0.0,156.0,156.0,901332062095.59,901.332,15.0,cap100,equity,data_raw,000001111,110010111,129.1,30.0,133.3,66.7,3.0,9.0,1.0,225.8
157,AMP,Asset Management,65.0,36.8,-0.2,-0.4,-0.7,-5.4,-9.5,-16.9,-29.6,-23.8,11.7,65.0,218.6,-24.3,1.3,325.5,238.3,211.9,149.0,149.0,154.0,154.0,0.0,0.0,157.0,157.0,-14,32.70000000000002,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,149.0,149.0,154.0,154.0,0.0,0.0,,0.0,0.0,0.0,0.0,157.0,157.0,41241187133.74,41.241,268.0,large,equity,data_raw,000000011,011111100,106.9,30.0,133.3,88.9,4.0,9.0,1.0,225.8
158,SNPS,Electronic Design Automation Software,60.6,20.7,-3.2,-3.6,-10.1,-5.7,-8.3,-19.2,-47.6,-50.5,-36.0,60.6,309.4,-4.1,1.7,586.6,625.0,207.5,153.0,153.0,158.0,158.0,0.0,0.0,158.0,158.0,3,129.0,STRONG_DOWN,MID_RANGE,NEUTRAL,S5_TRASH,,,,,153.0,153.0,158.0,158.0,0.0,0.0,,0.0,0.0,0.0,0.0,158.0,158.0,85413183905.19,85.413,141.0,large,equity,data_raw,000000001,111111100,106.9,30.0,155.6,88.9,4.0,9.0,1.0,225.8
159,NTAP,Diversified Technology,80.0,69.2,-2.1,-1.5,11.0,26.8,32.4,30.9,27.6,36.8,56.0,80.0,133.6,-39.4,1.6,18.4,15.2,226.9,141.0,141.0,146.0,146.0,0.0,0.0,159.0,159.0,-14,1.5999999999999996,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,141.0,141.0,146.0,146.0,0.0,0.0,,0.0,0.0,0.0,0.0,159.0,159.0,30320566826.3,30.321,319.0,other,equity,data_raw,011111111,100001101,151.3,30.0,88.9,44.4,2.0,9.0,1.0,225.7
160,XRP-USD,Cryptocurrency,5.9,6.8,-0.2,-1.0,-23.0,-29.1,-38.9,-56.6,-19.3,-11.9,22.9,5.9,898.4,-75.3,1.6,0.0,3139.1,118.3,268.0,268.0,215.0,215.0,0.0,0.0,160.0,160.0,-14,788.0999999999999,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,268.0,268.0,215.0,215.0,0.0,0.0,,0.0,0.0,0.0,0.0,160.0,160.0,64700048877.64,64.7,,crypto,crypto,data_raw,000000011,--0110111,109.6,30.0,142.9,85.7,3.0,7.0,1.0,225.3
161,AMCR,Packaging & Containers,284.6,78.7,0.4,-0.5,13.8,0.2,116.1,240.1,298.4,278.5,280.1,284.6,398.6,-134.7,2.8,42.6,-24.6,431.5,68.0,68.0,71.0,71.0,0.0,0.0,161.0,161.0,10,5.5,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,68.0,68.0,71.0,71.0,0.0,0.0,,0.0,0.0,0.0,0.0,161.0,161.0,20042684956.02,20.043,409.0,other,equity,data_raw,011111111,000010001,129.1,70.0,44.4,22.2,1.0,9.0,1.0,221.3
162,DD,Specialty Chemicals,290.9,94.9,-3.1,-3.2,187.9,179.6,197.2,260.5,299.3,324.0,353.8,290.9,312.5,-103.7,2.2,-70.2,-19.7,437.8,66.0,66.0,69.0,69.0,0.0,0.0,162.0,162.0,151,87.0,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,66.0,66.0,69.0,69.0,0.0,0.0,,0.0,0.0,0.0,0.0,162.0,162.0,18314031469.23,18.314,428.0,other,equity,data_raw,011111111,000010001,129.1,70.0,44.4,22.2,1.0,9.0,1.0,221.3
163,DASH,Internet Retail,1.7,20.9,1.9,2.7,7.4,4.8,-6.7,-23.0,-1.2,11.5,,1.7,94.7,-64.4,1.6,0.0,92.1,66.2,379.0,379.0,225.0,225.0,0.0,0.0,163.0,163.0,54,-58.20000000000002,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,379.0,379.0,225.0,225.0,0.0,0.0,,0.0,0.0,0.0,0.0,163.0,163.0,75903944141.18,75.904,162.0,large,equity,data_raw,1110001-1,-----0110,124.5,30.0,100.0,66.7,2.0,4.0,0.667,221.2
