Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,High_52W,Pct_From_52W_High,At_52W_High
142,NOW,Software,7.8,16.1,-2.8,7.0,3.3,-9.4,-31.2,-48.8,-58.5,-65.4,-75.0,7.8,347.6,-56.8,1.7,869.6,988.4507271641799,158.1,191.0,191.0,201.0,201.0,60.85,60.85,221.3,221.3,-20,58.6622459671986,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,191.0,191.0,201.0,201.0,60.85,60.85,334.0,10.0,0.0,0.0,0.0,221.3,221.3,123096923509.46,123.097,97.0,cap100,equity,data_raw,192.966,-38.14,False
143,PGR,Property & Casualty Insurance,128.2,42.0,2.6,-2.7,-9.7,-10.2,-16.9,-26.4,-21.8,-1.3,19.4,128.2,319.6,-10.0,1.4,488.5,297.0154943240248,278.5,111.0,111.0,113.0,113.0,45.89,45.89,221.69,221.69,18,-0.7975153168703741,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,111.0,111.0,113.0,113.0,45.89,45.89,387.0,22.0,0.0,25.0,0.0,221.69,221.69,114004232849.12,114.004,107.0,large,equity,data_raw,248.17,-21.27,False
144,SHOP,E-commerce Software,473.6,31.4,-1.4,-10.2,-13.1,-20.8,-25.3,-11.2,-6.5,3.0,-12.7,473.6,1544.3,-16.5,1.3,1977.8,995.9993222043095,623.8,50.0,50.0,50.0,50.0,59.5,59.5,224.45,224.45,-19,-5.9126834626537175,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,50.0,50.0,50.0,50.0,59.5,59.5,495.0,58.0,0.0,0.0,0.0,224.45,224.45,141520183257.56,141.52,89.0,cap100,equity,data_raw,182.19,-36.31,False
145,BAESY,Aerospace & Defense,110.6,62.2,-7.8,-6.0,-16.1,-9.7,-12.5,4.0,12.6,58.7,107.6,110.6,218.5,-65.9,1.2,228.1,50.55754670007638,260.9,119.0,119.0,123.0,123.0,28.27,28.27,225.02,225.02,-54,5.815582549118467,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,119.0,119.0,123.0,123.0,28.27,28.27,412.0,14.0,0.0,25.0,0.0,225.02,225.02,75822184103.1,75.822,166.0,large,equity,data_raw,126.0,-17.98,False
146,NEM,Gold Mining,40.5,62.7,-1.9,-2.4,-12.9,-8.6,15.3,60.8,81.5,60.0,42.0,40.5,127.4,-105.8,1.6,10.8,-30.242555748781427,190.7,159.0,159.0,166.0,166.0,37.66,37.66,226.46,226.46,-16,0.08823168739826315,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,159.0,159.0,166.0,166.0,37.66,37.66,229.0,4.0,0.0,0.0,0.0,226.46,226.46,115647992878.87,115.648,104.0,large,equity,data_raw,134.88,-19.68,False
147,AMZN,Internet Retail,32.7,33.7,-10.7,-6.6,0.6,-0.7,-2.8,-4.7,-2.5,-0.1,-14.0,32.7,152.6,-27.7,1.2,112.0,62.9438908168538,183.0,167.0,167.0,174.0,174.0,50.03,50.03,226.98,226.98,-76,14.227311415121136,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,167.0,167.0,174.0,174.0,50.03,50.03,212.0,0.0,0.0,25.0,0.0,226.98,226.98,2730046731540.64,2730.047,4.0,cap10,equity,data_raw,278.56,-8.89,False
148,PM,Tobacco,17.0,59.8,-3.3,0.8,-4.6,-3.7,-4.9,6.2,21.5,27.5,41.2,17.0,67.0,-56.2,1.3,53.5,2.8252014952763047,167.3,178.0,178.0,186.0,186.0,20.26,20.26,227.91,227.91,-5,0.729320657327357,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,178.0,178.0,186.0,186.0,20.26,20.26,239.0,0.0,0.0,25.0,0.0,227.91,227.91,272732221022.96,272.732,46.0,cap100,equity,data_raw,193.045,-9.35,False
149,ROST,Apparel Retail,15.9,79.3,1.2,0.5,-1.2,7.1,24.2,26.6,25.1,34.4,19.7,15.9,37.2,-63.8,2.3,-31.2,-11.383069853862095,166.2,182.0,182.0,190.0,190.0,21.13,21.13,228.13,228.13,-2,-0.18612684528543433,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,182.0,182.0,190.0,190.0,21.13,21.13,110.0,0.0,0.0,-6.0,0.0,228.13,228.13,74761236789.4,74.761,170.0,large,equity,data_raw,237.41,-1.83,False
150,AIZ,Insurance - Property & Casualty,15.6,43.5,2.9,2.5,1.3,-0.7,1.5,-1.5,-0.9,-2.3,0.2,15.6,67.4,-23.8,1.4,34.4,24.47181144862584,165.9,183.0,183.0,191.0,191.0,38.33,38.33,228.83,228.83,-17,-0.032395974326767885,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,183.0,183.0,191.0,191.0,38.33,38.33,167.0,0.0,0.0,25.0,0.0,228.83,228.83,12469158508.87,12.469,475.0,other,equity,data_raw,260.965,-3.57,False
151,GNRC,Electrical Equipment,91.9,20.6,-0.1,2.8,10.7,38.1,45.4,50.1,52.6,9.7,-0.8,91.9,673.8,-58.8,2.4,-17.6,-22.140710902574533,242.2,126.0,126.0,129.0,129.0,49.57,49.57,230.12,230.12,-17,-13.805004449941377,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,126.0,126.0,129.0,129.0,49.57,49.57,57.0,0.0,0.0,0.0,0.0,230.12,230.12,16373735795.67,16.374,440.0,other,equity,data_raw,294.18,-5.45,False
152,PHM,Residential Construction,82.9,38.0,-0.2,-2.6,-11.0,-12.5,-15.2,-24.1,-28.1,6.8,26.3,82.9,254.9,-29.3,1.3,318.3,221.8488063369013,233.1,132.0,132.0,136.0,136.0,45.33,45.33,230.58,230.58,-12,-0.9490099254765028,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,132.0,132.0,136.0,136.0,45.33,45.33,401.0,40.0,0.0,0.0,0.0,230.58,230.58,22519296884.19,22.519,382.0,other,equity,data_raw,144.5,-18.19,False
153,BX,Asset Management,186.3,33.6,0.7,-4.8,-6.8,-16.4,-28.3,-39.9,-43.5,-44.3,-3.8,186.3,591.0,-17.7,1.3,990.4,717.1019305410321,336.6,91.0,91.0,93.0,93.0,46.44,46.44,233.64,233.64,21,-2.649080806425104,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,91.0,91.0,93.0,93.0,46.44,46.44,449.0,40.0,0.0,25.0,0.0,233.64,233.64,87985528636.31,87.986,138.0,large,equity,data_raw,178.29,-33.51,False
154,WMT,Hypermarkets & Super Centers,78.2,58.9,2.6,-6.3,-13.0,-10.5,-5.6,2.8,20.3,41.6,44.3,78.2,152.9,-28.0,1.2,153.9,43.117939973451065,228.4,137.0,137.0,141.0,141.0,30.52,30.52,239.12,239.12,8,1.0011271866438065,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,137.0,137.0,141.0,141.0,30.52,30.52,363.0,20.0,0.0,25.0,0.0,239.12,239.12,936984222709.41,936.984,13.0,cap100,equity,data_raw,135.155,-12.89,False
155,NRG,Independent Power Producers,309.0,56.7,-0.9,-7.4,-19.3,-22.4,-28.3,-7.5,39.6,107.8,150.9,309.0,554.2,-22.3,1.2,738.6,220.8462108015715,459.3,62.0,62.0,64.0,64.0,29.75,29.75,240.15,240.15,-26,9.219387192681324,STRONG_DOWN,UPPER_RANGE,NEUTRAL,S5_TRASH,,,,,62.0,62.0,64.0,64.0,29.75,29.75,516.0,58.0,0.0,25.0,0.0,240.15,240.15,28143485104.52,28.143,336.0,other,equity,data_raw,189.96,-29.78,False
156,CBOE,Financial Data & Stock Exchanges,36.1,52.0,-26.9,-10.9,-12.2,-6.0,-2.3,4.6,8.5,29.7,38.4,36.1,121.0,-55.4,1.2,77.8,15.007619410622404,186.4,162.0,162.0,169.0,169.0,28.44,28.44,240.54,240.54,-47,7.483980834029345,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,162.0,162.0,169.0,169.0,28.44,28.44,336.0,4.0,0.0,25.0,0.0,240.54,240.54,29934121709.77,29.934,318.0,other,equity,data_raw,371.18,-22.94,False
157,ETR,Electric Utilities,24.1,64.2,0.2,-3.4,-8.6,-2.4,1.3,14.9,32.3,34.9,25.6,24.1,72.9,-62.1,1.2,32.4,-4.114733490501857,174.4,174.0,174.0,183.0,183.0,27.74,27.74,243.69,243.69,-1,0.21045747833455852,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,174.0,174.0,183.0,183.0,27.74,27.74,243.0,4.0,0.0,25.0,0.0,243.69,243.69,50037874081.22,50.038,242.0,large,equity,data_raw,118.445,-7.74,False
158,AMP,Asset Management,59.2,34.5,2.4,-2.8,-7.6,-11.8,-19.1,-29.1,-32.3,-27.0,7.5,59.2,218.6,-24.3,1.3,365.0,281.23116279341843,209.4,145.0,145.0,151.0,151.0,75.33,75.33,243.73,243.73,63,-7.926721601110387,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,145.0,145.0,151.0,151.0,75.33,75.33,397.0,22.0,0.0,-2.0,0.0,243.73,243.73,40911263628.35,40.911,263.0,large,equity,data_raw,550.18,-17.28,False
159,NTRS,Custody Banks & Asset Management,-11.9,69.7,9.2,1.6,5.2,9.4,15.9,38.5,55.5,39.3,25.3,-11.9,22.7,-90.2,1.5,0.0,-34.69345666642239,138.4,213.0,213.0,228.0,228.0,57.17,57.17,244.82,244.82,22,5.481249376832189,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,213.0,213.0,228.0,228.0,57.17,57.17,104.0,0.0,0.0,-6.0,0.0,244.82,244.82,32024278017.7,32.024,311.0,other,equity,data_raw,173.66,-0.35,True
160,MCK,Healthcare Distribution,133.5,54.2,1.9,-4.4,-17.7,-18.6,-17.4,-12.5,-9.6,27.2,95.7,133.5,285.1,-46.0,1.1,345.1,127.82036862781449,283.8,109.0,109.0,111.0,111.0,38.33,38.33,244.88,244.88,13,1.0310669889278472,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,109.0,109.0,111.0,111.0,38.33,38.33,462.0,58.0,0.0,0.0,0.0,244.88,244.88,90988457871.78,90.988,133.0,large,equity,data_raw,999.0,-24.23,False
161,NXPI,Semiconductors,13.7,66.3,0.3,3.9,22.1,29.9,30.9,21.1,9.7,2.9,12.1,13.7,56.6,-69.4,1.9,-52.5,-7.840804149129013,164.0,187.0,187.0,196.0,196.0,36.98,36.98,244.98,244.98,24,-0.32332585626156973,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,187.0,187.0,196.0,196.0,36.98,36.98,59.0,0.0,0.0,0.0,0.0,244.98,244.98,81351231383.57,81.351,150.0,large,equity,data_raw,339.95,-5.22,False
162,MSI,Public Safety Technology,45.4,28.9,2.5,-5.4,-14.2,-9.9,-16.7,-27.1,-28.2,-22.1,-10.4,45.4,183.0,-10.2,1.3,341.1,294.95521125834756,195.7,155.0,155.0,160.0,160.0,75.89,75.89,245.39,245.39,27,-15.422888191263326,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,155.0,155.0,160.0,160.0,75.89,75.89,415.0,14.0,0.0,0.0,0.0,245.39,245.39,68177705641.67,68.178,190.0,large,equity,data_raw,490.24,-16.22,False
163,IRDM,Satellite Communications,33.1,46.6,0.3,18.0,52.5,108.3,109.8,84.0,47.0,2.0,-14.4,33.1,235.3,-142.6,3.4,-168.6,-62.91175695063486,183.3,166.0,166.0,172.0,172.0,45.25,45.25,245.85,245.85,0,0.9170927624304923,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,166.0,166.0,172.0,172.0,45.25,45.25,12.0,0.0,0.0,0.0,0.0,245.85,245.85,5505243597.81,5.505,535.0,other,equity,data_raw,53.8299,-3.27,False
164,RTX,Aerospace & Defense,5.6,49.2,-0.4,1.4,-9.8,-10.3,-5.7,9.9,25.5,28.1,31.3,5.6,73.4,-59.3,1.2,30.7,-3.3876888142472157,155.9,197.0,197.0,208.0,208.0,29.05,29.05,246.15,246.15,16,13.418565717181465,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,197.0,197.0,208.0,208.0,29.05,29.05,309.0,12.0,0.0,-2.0,0.0,246.15,246.15,241608478749.18,241.608,51.0,cap100,equity,data_raw,214.5,-16.36,False
165,PKG,Packaging & Containers,15.5,39.8,5.6,-0.2,-5.4,-3.8,-4.4,-11.0,-9.7,-2.3,7.9,15.5,85.1,-30.1,1.3,68.6,63.43512737606051,165.8,184.0,184.0,192.0,192.0,84.22,84.22,249.22,249.22,4,-8.764872623939496,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,184.0,184.0,192.0,192.0,84.22,84.22,250.0,4.0,0.0,-6.0,0.0,249.22,249.22,20019575211.96,20.02,410.0,other,equity,data_raw,249.51,-9.95,False
166,INSM,Biotechnology,180.5,34.9,-1.3,-13.6,-29.8,-39.2,-33.4,-11.7,74.0,150.3,152.0,180.5,673.7,-82.7,1.2,946.6,307.2143069973824,330.7,93.0,93.0,95.0,95.0,48.71,48.71,250.31,250.31,-13,13.349206850485757,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,93.0,93.0,95.0,95.0,48.71,48.71,569.0,58.0,0.0,-2.0,0.0,250.31,250.31,22741666762.03,22.742,381.0,other,equity,data_raw,212.75,-50.68,False
167,GM,Automobiles,-13.8,58.0,-0.1,2.8,-0.9,-2.8,12.1,27.1,41.5,30.1,22.1,-13.8,32.7,-83.2,1.9,0.0,-39.62286840410072,136.5,216.0,216.0,232.0,232.0,47.23,47.23,250.38,250.38,-2,1.7247300610808836,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,216.0,216.0,232.0,232.0,47.23,47.23,153.0,0.0,0.0,0.0,0.0,250.38,250.38,75036578628.57,75.037,169.0,large,equity,data_raw,87.6,-5.0,False
168,MSTR,Enterprise Software,288.3,16.6,-5.9,-22.7,-16.5,-21.6,-49.1,-61.0,-10.3,77.4,197.3,288.3,2076.0,-66.6,1.6,5755.6,3865.4914031095154,438.6,64.0,64.0,67.0,67.0,49.78,49.78,250.88,250.88,-82,608.4913975601144,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,64.0,64.0,67.0,67.0,49.78,49.78,562.0,58.0,0.0,25.0,0.0,250.88,250.88,42985934388.66,42.986,257.0,large,equity,data_raw,365.21,-64.58,False
169,JBHT,Airlines,-9.9,68.7,3.7,5.5,10.1,22.3,48.9,47.2,28.5,7.8,5.9,-9.9,39.4,-116.6,2.5,0.0,-35.269717600237655,140.4,210.0,210.0,225.0,225.0,71.75,71.75,251.8,251.8,-1,2.9951975476407355,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,210.0,210.0,225.0,225.0,71.75,71.75,61.0,0.0,0.0,-6.0,0.0,251.8,251.8,26715906971.71,26.716,349.0,other,equity,data_raw,284.04,-0.26,True
170,457480.KS,Tesla Value Chain,41.3,50.3,-6.8,1.0,2.1,3.2,15.8,36.5,41.0,,,41.3,24.9,-57.4,1.5,0.0,-23.87568709066142,82.4,318.0,318.0,164.0,164.0,17.5,17.5,252.1,252.1,-16,-2.235595080741092,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,318.0,318.0,164.0,164.0,17.5,17.5,130.0,0.0,26.0,0.0,0.0,252.1,252.1,11678000000.0,11.678,,etf,etf,data_raw,25895.0,-5.06,False
171,INTC,Semiconductors,81.2,80.2,-3.2,4.8,65.3,107.4,209.3,272.8,225.7,184.8,127.0,81.2,141.0,-158.8,2.5,-127.9,-45.40659716272959,231.5,134.0,134.0,138.0,138.0,47.85,47.85,255.55,255.55,-21,-3.033834669903861,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,134.0,134.0,138.0,138.0,47.85,47.85,8.0,0.0,0.0,25.0,0.0,255.55,255.55,561806273864.75,561.806,20.0,cap100,equity,data_raw,132.75,-15.8,False
172,LYV,Entertainment,27.9,36.5,-9.5,-4.3,-7.4,-2.2,-7.1,-2.0,2.1,-3.9,-2.8,27.9,117.4,-22.9,1.3,128.5,45.79067136232309,178.2,170.0,170.0,179.0,179.0,59.33,59.33,256.43,256.43,-66,8.923109490521846,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,170.0,170.0,179.0,179.0,59.33,59.33,284.0,4.0,0.0,25.0,0.0,256.43,256.43,37469086488.66,37.469,284.0,large,equity,data_raw,173.05,-6.96,False
173,TEL,Electronic Components,-5.4,41.9,8.4,3.8,-3.7,-7.0,-6.2,6.5,6.0,-0.6,0.4,-5.4,51.0,-45.6,1.6,0.0,-25.75881762923527,144.9,206.0,206.0,220.0,220.0,50.92,50.92,256.97,256.97,51,8.369679005705368,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,206.0,206.0,220.0,220.0,50.92,50.92,249.0,0.0,0.0,-4.0,0.0,256.97,256.97,64435997629.25,64.436,200.0,large,equity,data_raw,252.56,-12.6,False
174,AXP,Consumer Finance,33.1,40.2,-2.6,-3.7,-7.1,-14.2,-17.1,-16.3,-6.5,1.2,14.2,33.1,125.3,-28.1,1.2,193.7,87.1188540774849,183.4,165.0,165.0,172.0,172.0,38.33,38.33,257.18,257.18,5,3.9057724544749277,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,165.0,165.0,172.0,172.0,38.33,38.33,400.0,22.0,0.0,25.0,0.0,257.18,257.18,213247482397.87,213.247,55.0,cap100,equity,data_raw,387.49,-19.35,False
175,DHI,Residential Construction,27.5,22.0,-0.7,-3.8,-9.1,-10.6,-14.5,-24.6,-34.2,-26.5,-14.3,27.5,205.9,-22.5,1.5,289.3,315.49084668718945,177.8,171.0,171.0,180.0,180.0,80.35,80.35,259.55,259.55,13,1.2340461101377969,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,171.0,171.0,180.0,180.0,80.35,80.35,373.0,22.0,0.0,0.0,0.0,259.55,259.55,41518892177.83,41.519,259.0,large,equity,data_raw,176.22,-16.92,False
176,COP,Oil & Gas,12.6,33.7,4.5,-2.5,-8.2,1.3,6.0,-4.4,-20.9,-23.0,13.3,12.6,179.6,-71.5,1.4,17.3,46.948288765437276,162.9,188.0,188.0,197.0,197.0,90.44,90.44,259.69,259.69,35,-9.897834845892326,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,188.0,188.0,197.0,197.0,90.44,90.44,195.0,4.0,0.0,-2.0,0.0,259.69,259.69,145257198544.34,145.257,87.0,cap100,equity,data_raw,135.87,-12.25,False
177,DOGE-USD,Cryptocurrency,1029.2,4.8,-0.8,-17.7,-17.7,-25.9,-48.3,-64.1,-64.7,-85.0,652.7,1029.2,22199.9,-45.9,1.5,48819.7,4884.2096495483,1144.5,22.0,22.0,21.0,21.0,81.64,81.64,260.04,260.04,-38,-110.93262033524479,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,22.0,22.0,21.0,21.0,81.64,81.64,564.0,58.0,0.0,25.0,0.0,260.04,260.04,15130659314.1,15.131,,crypto,crypto,data_raw,0.27,-67.09,False
178,DVA,Healthcare,-24.4,61.4,-1.8,11.5,12.0,31.7,27.7,10.7,10.7,8.8,2.4,-24.4,29.9,-109.4,2.1,0.0,-17.122393475406735,125.8,236.0,236.0,253.0,253.0,41.96,41.96,261.21,261.21,-7,-1.1369141661227502,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,236.0,236.0,253.0,253.0,41.96,41.96,63.0,0.0,0.0,25.0,0.0,261.21,261.21,12334431332.47,12.334,476.0,other,equity,data_raw,202.69,-5.19,False
179,DDOG,Software-Infrastructure,80.8,56.6,-2.3,28.1,63.3,63.2,60.1,63.0,60.2,52.7,,80.8,147.3,-87.1,1.9,-67.4,-19.12810724304222,167.9,175.0,175.0,139.0,139.0,61.44,61.44,261.74,261.74,-2,-0.019328454530029404,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,175.0,175.0,139.0,139.0,61.44,61.44,19.0,0.0,11.0,0.0,0.0,261.74,261.74,80589166412.0,80.589,152.0,large,equity,data_raw,278.705,-12.6,False
180,FFIV,Enterprise Technology,2.9,78.9,13.9,12.4,21.9,33.6,26.8,35.2,47.7,45.4,38.1,2.9,27.0,-84.3,1.4,-43.3,-17.715873181430347,153.2,199.0,199.0,211.0,211.0,47.85,47.85,263.0,263.0,-28,5.369800766777015,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,199.0,199.0,211.0,211.0,47.85,47.85,58.0,0.0,0.0,0.0,0.0,263.0,263.0,23056289685.63,23.056,378.0,other,equity,data_raw,411.515,-0.69,False
181,CHRW,Trucking,6.4,68.3,5.7,0.9,-3.7,-3.0,17.7,40.8,53.9,41.9,33.5,6.4,52.0,-90.7,1.7,-40.6,-32.33397151829074,156.7,193.0,193.0,204.0,204.0,41.8,41.8,264.75,264.75,-23,3.7525139417540387,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,193.0,193.0,204.0,204.0,41.8,41.8,150.0,0.0,0.0,-6.0,0.0,264.75,264.75,21758184391.12,21.758,393.0,other,equity,data_raw,203.34,-9.22,False
182,CFG,Banks - Regional,-15.7,47.3,5.0,-0.3,-3.7,-2.3,6.4,17.2,35.2,18.1,15.4,-15.7,47.4,-71.4,1.6,0.0,-48.170019220043656,134.5,219.0,219.0,236.0,236.0,55.97,55.97,264.82,264.82,9,3.361884621545464,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,219.0,219.0,236.0,236.0,55.97,55.97,182.0,0.0,0.0,-2.0,0.0,264.82,264.82,27022156739.07,27.022,345.0,other,equity,data_raw,68.79,-7.11,False
183,FER,Infrastructure,26.6,59.4,-4.8,-4.4,-11.5,-10.7,-3.8,11.7,20.0,41.0,35.3,26.6,84.6,-59.5,1.2,50.0,-0.9201002875933604,176.9,173.0,173.0,182.0,182.0,27.98,27.98,271.83,271.83,-55,0.2727569036959083,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,173.0,173.0,182.0,182.0,27.98,27.98,338.0,20.0,0.0,25.0,0.0,271.83,271.83,47619186620.04,47.619,247.0,large,equity,data_raw,74.79,-11.14,False
184,MELI,Internet Retail,91.3,18.1,-2.5,-11.0,-14.9,-22.2,-35.7,-42.3,-46.7,-46.5,-50.2,91.3,549.4,-11.6,1.4,1354.6,1024.3855703921593,241.6,127.0,127.0,130.0,130.0,66.19,66.19,271.89,271.89,2,93.64513251176504,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,127.0,127.0,130.0,130.0,66.19,66.19,529.0,58.0,0.0,0.0,0.0,271.89,271.89,82878740675.23,82.879,146.0,large,equity,data_raw,2548.5,-35.85,False
185,SOL-USD,Cryptocurrency,720.9,6.4,-1.6,-18.7,-25.2,-36.5,-56.8,-74.0,-46.5,-28.3,,720.9,11126.9,-44.7,1.5,29590.4,4774.336835117939,798.8,37.0,37.0,32.0,32.0,74.0,74.0,272.2,272.2,-3,-206.4958089239426,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,37.0,37.0,32.0,32.0,74.0,74.0,573.0,58.0,11.0,25.0,0.0,272.2,272.2,39810734206.7,39.811,,crypto,crypto,data_raw,237.3225,-71.01,False
186,RSG,Environmental Services,15.0,15.1,5.9,-0.3,-10.4,-11.4,-19.7,-27.1,-30.2,-25.7,-16.4,15.0,149.9,-8.6,1.7,529.0,550.0944020029835,165.3,185.0,185.0,193.0,193.0,46.44,46.44,273.14,273.14,23,-257.41977057878125,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,185.0,185.0,193.0,193.0,46.44,46.44,403.0,40.0,0.0,25.0,0.0,273.14,273.14,63966441454.87,63.966,201.0,large,equity,data_raw,233.42,-10.93,False
187,LIN,Industrial Gases,16.3,31.6,4.2,-1.5,-6.5,-0.4,-4.3,-12.7,-21.9,-22.4,-17.4,16.3,97.5,-20.7,1.5,101.8,106.24048731659606,166.5,180.0,180.0,188.0,188.0,87.83,87.83,274.13,274.13,5,-6.092784663786787,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,180.0,180.0,188.0,188.0,87.83,87.83,240.0,4.0,0.0,25.0,0.0,274.13,274.13,234618148103.39,234.618,52.0,cap100,equity,data_raw,521.28,-2.65,False
188,MCHP,Semiconductors,-21.0,50.1,2.4,2.4,15.2,28.0,31.6,26.2,3.1,-14.5,-20.8,-21.0,64.3,-105.7,1.7,0.0,-45.26385468103559,129.3,225.0,225.0,243.0,243.0,78.06,78.06,274.16,274.16,10,0.9028093085026541,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,225.0,225.0,243.0,243.0,78.06,78.06,67.0,0.0,0.0,0.0,0.0,274.16,274.16,52202236414.59,52.202,233.0,large,equity,data_raw,105.91,-9.07,False
189,GLD,Gold (ETF),6.2,46.0,-2.8,-3.8,-13.6,-12.1,-3.4,13.3,24.2,32.6,23.1,6.2,82.5,-58.5,1.4,29.4,-19.967031381261112,156.5,195.0,195.0,206.0,206.0,39.25,39.25,274.4,274.4,-6,-0.3219015979715003,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,195.0,195.0,206.0,206.0,39.25,39.25,352.0,20.0,0.0,-2.0,0.0,274.4,274.4,150367518720.0,150.368,,etf,etf,data_raw,509.7,-19.31,False
190,487230.KS,Korea ETF (My Portfolio),64.5,67.3,0.9,2.4,10.1,23.3,31.4,,,,,64.5,59.1,-7.9,1.7,26.2,5.960629369224828,87.7,308.0,308.0,147.0,147.0,17.5,17.5,274.45,274.45,0,0.0,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,308.0,308.0,147.0,147.0,17.5,17.5,73.0,0.0,50.0,25.0,0.0,274.45,274.45,21026000000.0,21.026,,etf,etf,data_raw,28315.0,-6.98,False
